info-date,cv-structured-list-data,iconfont,tranPrice,riseBox,cv-structured-list-data 2,cv-structured-list-data 3,label
23/10/2024,Springdale Villas・Tower 3・9/F・Flat C,,$4.78M,,464ft²,"@$10,302",Land Registry
23/10/2024,Po Shing Building・9/F・Flat A,,$3.5M,--,488ft²,"@$7,172",Land Registry
23/10/2024,Ealing Court・6/F・Flat B,,$2.7M,,252ft²,"@$10,714",Land Registry
23/10/2024,Connaught Garden・Carpark・3/F・No.63,,$1.98M,--,--,--,Land Registry
23/10/2024,United Building・Fung Yi Court・4/F・Flat 8,,$2.37M,,287ft²,"@$8,251",Land Registry
23/10/2024,Chi Fu Fa Yuen・Fu Yan Yuen (Block H-8)・18/F・Flat D,,$5M,--,439ft²,"@$11,390",Land Registry
23/10/2024,Blue Haven・5/F・Flat D,,$10.13M,,897ft²,"@$11,293",Land Registry
23/10/2024,One Jardine's Lookout・22/F・Flat A,,$3.94M,--,180ft²,"@$21,880",Land Registry
23/10/2024,The Yoho Hub・Phase C The Yoho Hub II・Tower 6・16/F・Flat K,,$7.29M,--,492ft²,"@$14,811",Land Registry
23/10/2024,Pano Harbour・Tower 5・30/F・Flat C,,$18.7M,--,620ft²,"@$30,165",Land Registry
23/10/2024,Ching Tao Court・23/F・Flat 17,,$1.7M,--,--,--,Land Registry
23/10/2024,Des Voeux W Residence・31/F・Flat B,,$9M,--,344ft²,"@$26,156",Land Registry
23/10/2024,Sea Crest Villa・Phase 2・Block 5・16/F・Flat D,,$5.5M,,747ft²,"@$7,363",Land Registry
23/10/2024,Hollywood Hill・5/F・Flat B,,$6.95M,--,--,--,Land Registry
23/10/2024,Mei Foo Sun Chuen・Phase 5・5-7 Humbert Street・16/F・Flat B No. 5,,$5.1M,--,507ft²,"@$10,059",Land Registry
23/10/2024,Ching Tao Court・18/F・Flat 8,,$1.69M,--,--,--,Land Registry
23/10/2024,City One Shatin・Site 5・Block 51・20/F・Flat H,,$4.5M,,304ft²,"@$14,803",Land Registry
23/10/2024,Siu On Court・Ting On House (Block H)・4/F・Flat 7,,$3M,--,563ft²,"@$5,329",Land Registry
23/10/2024,One Jardine's Lookout・1/F・Flat A,,$3.45M,--,147ft²,"@$23,500",Land Registry
23/10/2024,Ching Tao Court・26/F・Flat 1,,$1.26M,--,--,--,Land Registry
23/10/2024,Telford Gardens・Block U・19/F・Flat 5,,$5.63M,,527ft²,"@$10,683",Land Registry
23/10/2024,Festival City・Phase 3・Tower 3・18/F・Flat Na,,$9.58M,,688ft²,"@$13,924",Land Registry
23/10/2024,Shatin Centre・Carpark・1/F・No.95,,"$680,000",--,--,--,Land Registry
23/10/2024,The Zutten・29/F・Flat C,,$4.58M,,276ft²,"@$16,594",Land Registry
23/10/2024,Palm Springs・Phase 1C Westwood Prunus・House 22,,$11.48M,,"1,371ft²","@$8,373",Land Registry
23/10/2024,The Yoho Hub・Phase C The Yoho Hub II・Tower 6・55/F・Flat H,,$14.29M,--,901ft²,"@$15,863",Land Registry
23/10/2024,The Yoho Hub・Phase C The Yoho Hub II・Tower 6・49/F・Flat H,,$13.45M,--,901ft²,"@$14,927",Land Registry
23/10/2024,Fairview Park・11Th Street River North・No. 39 (S.N Ss.106),,$12.38M,,"1,035ft²","@$11,961",Land Registry
23/10/2024,Grenville House・Block C・9/F・Block C,,$114M,,"3,335ft²","@$34,183",Land Registry
23/10/2024,Heng On Estate・Heng Kong House (Block 1)・10/F・Flat 32,,$2.7M,--,349ft²,"@$7,736",Land Registry
23/10/2024,Jubilee Garden・Block 7・22/F・Flat A,,$4.8M,--,506ft²,"@$9,486",Land Registry
23/10/2024,The Bloomsway・The Laguna Tower 3・12/F・Flat B,,$10.88M,,956ft²,"@$11,381",Land Registry
23/10/2024,Casa 880・31/F・Flat B,,$17M,,"1,008ft²","@$16,865",Land Registry
23/10/2024,Ching Tao Court・30/F・Flat 15,,$1.3M,--,--,--,Land Registry
23/10/2024,Double Mansion・3/F・Flat A,,$2.98M,,285ft²,"@$10,456",Land Registry
23/10/2024,Tin Shing Court・Shing Yi House (Block C)・38/F・Flat 15,,$3.25M,--,426ft²,"@$7,629",Land Registry
23/10/2024,Lohas Park・Phase 5A Malibu・Tower 2A・62/F・Flat C,,$6.15M,,454ft²,"@$13,546",Land Registry
23/10/2024,Parkvale・Tower 3 Hong Pak Mansion・17/F・Flat D,,$7.1M,,555ft²,"@$12,789",Land Registry
23/10/2024,Wing On Court・18/F・Flat B,,$24M,,"1,668ft²","@$14,388",Land Registry
23/10/2024,Lohas Park・Phase 12B Park Seasons・Tower 2 (2B)・35/F・Flat D,,$6.37M,--,437ft²,"@$14,574",Land Registry
23/10/2024,Lai Tsui Court・Tower 4 (Lai Ki House)・11/F・Flat 1,,$4.96M,--,443ft²,"@$11,196",Land Registry
23/10/2024,Lohas Park・Phase 2C La Splendeur・Tower 10・32/F・Flat Lb,,$6.93M,,681ft²,"@$10,176",Land Registry
23/10/2024,Hong Kong Parkview・Carpark・3/F・No.250,,$1M,--,--,--,Land Registry
23/10/2024,Manor Hill・Tower 2・31/F・Flat D5,,$5.35M,--,283ft²,"@$18,890",Land Registry
23/10/2024,Hoi Lok Court・Block A (Hoi Pik House)・37/F・Flat 17,,$6.2M,--,477ft²,"@$12,998",Land Registry
23/10/2024,Convention Plaza Apartments・30/F・Flat 9,,$9.85M,,618ft²,"@$15,939",Land Registry
23/10/2024,Peace Tower・20/F・Flat C,,$4.75M,,311ft²,"@$15,273",Land Registry
22/10/2024,Ocean Pride・Phase 3・Tower 6・Lower Floor・Flat C,,$17.7M,--,"1,149ft²","@$15,405",Centaline
22/10/2024,Taikoo Shing・Kam Din Terrace・(T-23) Hsia Kung Mansion・Upper Floor・Flat E,,$9.3M,--,702ft²,"@$13,248",Centaline
22/10/2024,East Point City・Block 2・Middle Floor・Flat D,,$7.4M,--,619ft²,"@$11,955",Centaline
22/10/2024,Island Harbourview・Tower 9・Lower Floor・Flat G,,$7.68M,--,457ft²,"@$16,805",Centaline
22/10/2024,Neptune Terrace・Block 1・Lower Floor・Flat K,,$4.3M,--,592ft²,"@$7,264",Centaline
22/10/2024,Ocean Shores・Phase 1・Tower 3・Upper Floor・Flat F,,$7.47M,--,512ft²,"@$14,590",Centaline
22/10/2024,Fontana Gardens・Block 3 - 6・Upper Floor・No. 3,,$49.5M,--,"2,750ft²","@$18,000",Centaline
22/10/2024,Ching Wah Court・Wah Woon House (Block A)・Middle Floor・Flat 13,,$2.92M,--,351ft²,"@$8,319",Centaline
22/10/2024,Uptown・Tower 3・Middle Floor・Flat B,,$6.09M,--,762ft²,"@$7,990",Centaline
22/10/2024,Gramercy・Middle Floor・Flat B,,,--,676ft²,@$71,Centaline
22/10/2024,The Avenue・Phase 2・Tower 2・Middle Floor・Flat D,,,--,339ft²,@$62,Centaline
22/10/2024,Yoho Town・Phase 1・Block 7・Lower Floor・Flat F,,,--,463ft²,@$31,Centaline
22/10/2024,The Visionary・Tower 1・Middle Floor・Flat B,,,--,"1,420ft²",@$29,Centaline
22/10/2024,The Latitude・Tower 6・Upper Floor・Flat G,,,--,525ft²,@$46,Centaline
22/10/2024,Alassio・Lower Floor・Flat D,,,--,927ft²,@$58,Centaline
22/10/2024,Tung Ho Building・Upper Floor・Flat B,,,--,200ft²,@$53,Centaline
22/10/2024,Lohas Park・Phase 9C Ocean Marini・Tower 1 (1B)・Middle Floor・Flat E,,,--,484ft²,@$35,Centaline
22/10/2024,The Quinn ‧ Square Mile・Tower 1・Lower Floor・Flat H,,,--,269ft²,@$58,Centaline
22/10/2024,Ocean Shores・Phase 3・Tower 11・Lower Floor・Flat F,,,--,665ft²,@$38,Centaline
22/10/2024,Telford Gardens・Block N・Upper Floor・Flat 15,,,--,494ft²,@$36,Centaline
22/10/2024,Park Mansion・Upper Floor・Flat C,,,--,338ft²,@$38,Centaline
22/10/2024,Cullinan West・Phase 3 Cullinan West Il・Tower 3A・Upper Floor・Flat C,,,--,538ft²,@$60,Centaline
22/10/2024,Maritime Bay・Block 2・Lower Floor・Flat B,,,--,672ft²,@$38,Centaline
22/10/2024,K. City・Tower 9・Lower Floor・Flat F,,,--,605ft²,@$45,Centaline
22/10/2024,The Papillons・Tower 7・Middle Floor・Flat E,,,--,512ft²,@$41,Centaline
22/10/2024,Ocean Shores・Phase 2・Tower 8・Upper Floor・Flat F,,,--,498ft²,@$38,Centaline
22/10/2024,Lohas Park・Phase 7A Montara・Tower 2 (2B)・Middle Floor・Flat B,,,--,540ft²,@$37,Centaline
22/10/2024,Amoy Gardens・Phase 2A・Block J・Middle Floor・Flat 6,,,--,391ft²,@$40,Centaline
22/10/2024,Ocean Pride・Phase 3A Ocean Supreme・Tower 2A・Upper Floor・Flat A,,,--,"1,164ft²",@$39,Centaline
22/10/2024,Laguna Verde・Phase 3 Costa Del Sol・Tower 15A・Middle Floor・Flat A,,,--,"1,125ft²",@$36,Centaline
22/10/2024,Mei Foo Sun Chuen・Phase 2・5-7 Glee Path・Middle Floor・Flat D No. 7,,,--,705ft²,@$33,Centaline
22/10/2024,The Hermitage・Tower 2・Upper Floor・Flat B,,,--,816ft²,@$50,Centaline
22/10/2024,Grand Horizon・Block 3・Upper Floor・Flat B,,,--,511ft²,@$34,Centaline
22/10/2024,Cetus‧Square Mile・Tower 2・Lower Floor・Flat D,,,--,198ft²,@$66,Centaline
22/10/2024,The Quinn ‧ Square Mile・Tower 2・Lower Floor・Flat H,,,--,269ft²,@$58,Centaline
22/10/2024,Caribbean Coast・Phase 3 Carmel Cove・Tower 10・Upper Floor・Flat B,,,--,749ft²,@$32,Centaline
22/10/2024,Fanling Town Center・Elegant Court (Block 5)・Upper Floor・Flat A,,,--,399ft²,@$31,Centaline
22/10/2024,Lohas Park・Phase 9B Grand Marini・Tower 2 (2B)・Middle Floor・Flat E,,,--,377ft²,@$44,Centaline
22/10/2024,The Consonance・Upper Floor・Flat H,,,--,200ft²,@$70,Centaline
22/10/2024,Novo Land・Phase 1B・Bergen Tower 3・Upper Floor・Flat N,,,--,301ft²,@$44,Centaline
22/10/2024,Tseung Kwan O Plaza・Phase 1・Tower 1・Lower Floor・Flat D,,,--,414ft²,@$45,Centaline
22/10/2024,Prince Central・Lower Floor・Flat H,,,--,266ft²,@$62,Centaline
22/10/2024,Mantin Heights・Tower 1・Lower Floor・Flat G,,,--,579ft²,@$40,Centaline
22/10/2024,Discovery Park・Phase 3・Block 12・Lower Floor・Flat F,,,--,650ft²,@$32,Centaline
22/10/2024,Man Lai Court・Block 1・Lower Floor・Flat G,,,--,637ft²,@$36,Centaline
22/10/2024,Sai Po (Four Pearls) Building・Upper Floor・Flat B,,,--,329ft²,@$27,Centaline
22/10/2024,Monaco One・Phase 2 Monaco Marine・Tower 1B・Middle Floor・Flat B,,,--,570ft²,@$58,Centaline
22/10/2024,Yoho Town・Phase 2 Yoho Midtown・Block M2・Lower Floor・Flat C,,,--,606ft²,@$35,Centaline
22/10/2024,Moonstar Court・Lower Floor・Flat B,,,--,250ft²,@$56,Centaline
22/10/2024,One Innovale・Phase 2・Tower C・Upper Floor・Flat 1,,,--,438ft²,@$33,Centaline
22/10/2024,Koko Hills・Phase 3B Koko Mare・Tower 9・Upper Floor・Flat F,,,--,312ft²,@$54,Centaline
22/10/2024,The Hillgrove・Carpark・LOWER C/P・No.60,,"$520,000",--,--,--,Land Registry
22/10/2024,Century Tower・Tower 2・16/F・No. 1A,,$98.75M,--,"2,786ft²","@$35,445",Land Registry
22/10/2024,Cheerful Garden・Block 5・23/F・Flat K,,$4.55M,--,431ft²,"@$10,557",Land Registry
22/10/2024,Hoi Tak Gardens・Block 3・17/F・Flat B,,$4.7M,,494ft²,"@$9,514",Land Registry
22/10/2024,Connaught Garden・Block 3・28/F・Flat A,,$6M,,340ft²,"@$17,647",Land Registry
22/10/2024,Allway Garden・Block H・10/F・Flat 2,,$3.27M,--,473ft²,"@$6,909",Land Registry
22/10/2024,Sceneway Garden・Block 7・24/F・Flat D,,$6.15M,,537ft²,"@$11,453",Land Registry
22/10/2024,Caribbean Coast・Phase 2 Albany Cove・Tower 6・25/F・Flat F,,$5.3M,,548ft²,"@$9,672",Land Registry
22/10/2024,Ko Wang Court・Block B・40/F・Flat 8,,$1.05M,--,--,--,Land Registry
22/10/2024,On Sau Court・Block A・33/F・Flat 2,,$3.15M,--,--,--,Land Registry
22/10/2024,Kai Chuen Court・Block 3 (Kai Chi House)・17/F・Flat 10,,$1.82M,--,--,--,Land Registry
22/10/2024,Nan Fung Sun Chuen・Carpark・LG3・No.54,,"$800,000",--,--,--,Land Registry
22/10/2024,Harbour Place・Tower 6・10/F・Flat F,,$6M,,432ft²,"@$13,889",Land Registry
22/10/2024,Cheong Wang Mansion・18/F・Flat C,,$3.6M,--,459ft²,"@$7,843",Land Registry
22/10/2024,Chung Sing Building・11/F・Flat 6,,$2.92M,,397ft²,"@$7,355",Land Registry
22/10/2024,Central Park Towers・Phase 1・Tower 2・12/F・Flat H,,$4.35M,,494ft²,"@$8,806",Land Registry
22/10/2024,Lohas Park・Phase 2B Le Prime・Tower 6 - L Wing・56/F・Flat D,,$9.08M,,977ft²,"@$9,294",Land Registry
22/10/2024,Dukes Place・3/F・Flat A,,$212M,--,"3,976ft²","@$53,320",Land Registry
22/10/2024,One Jardine's Lookout・6/F・Flat D,,$9.22M,--,559ft²,"@$16,488",Land Registry
22/10/2024,Hong Pak Court・Wing Pak House (Block F)・19/F・Flat 7,,$5.33M,--,645ft²,"@$8,264",Land Registry
22/10/2024,Yee Fung Building・6/F・Flat I,,$3.58M,,280ft²,"@$12,786",Land Registry
22/10/2024,Tung Hei Court・Wah Hei House (Block C)・6/F・Flat 1,,$4.68M,--,649ft²,"@$7,211",Land Registry
22/10/2024,Belair Gardens・Carpark・BM2・No.1131,,"$615,000",--,--,--,Land Registry
22/10/2024,Cullinan West・Phase 3 Cullinan West Il・Tower 3B・9/F・Flat K,,$6.9M,,379ft²,"@$18,206",Land Registry
22/10/2024,Belvedere Garden・Phase 2・Block 4・36/F・Flat B,,$5.8M,,572ft²,"@$10,140",Land Registry
22/10/2024,Kam Fung Court・Kam Ho House (Block H)・29/F・Flat 11,,$3.8M,--,428ft²,"@$8,879",Land Registry
22/10/2024,Amoy Gardens・Phase 1・Block B・35/F・Flat 5,,$4.35M,,390ft²,"@$11,154",Land Registry
22/10/2024,The Metro City・Phase 2・Carpark・BM2・No.Rc368,,"$948,000",--,--,--,Land Registry
22/10/2024,Coastal Skyline・Phase 1・Block 5・8/F・Flat F,,$4.5M,,388ft²,"@$11,598",Land Registry
22/10/2024,Topside Residences・Tower A1・31/F・Flat A,,$64.77M,--,"1,589ft²","@$40,760",Land Registry
22/10/2024,One Jardine's Lookout・11/F・Flat D,,$9.78M,--,559ft²,"@$17,488",Land Registry
22/10/2024,Miami Quay・Phase 1・Tower 3・27/F・Flat B,,$11.76M,--,467ft²,"@$25,186",Land Registry
22/10/2024,Manor Hill・Tower 1・26/F・Flat B1,,$5.26M,--,288ft²,"@$18,278",Land Registry
22/10/2024,One Jardine's Lookout・18/F・Flat A,,$3.95M,--,180ft²,"@$21,958",Land Registry
22/10/2024,Ching Tao Court・7/F・Flat 21,,$1.6M,--,--,--,Land Registry
22/10/2024,Ching Tao Court・31/F・Flat 15,,$1.31M,--,--,--,Land Registry
22/10/2024,Ching Tao Court・32/F・Flat 4,,$1.75M,--,--,--,Land Registry
22/10/2024,Ching Tao Court・14/F・Flat 8,,$1.66M,--,--,--,Land Registry
22/10/2024,Ching Tao Court・5/F・Flat 21,,$1.56M,--,--,--,Land Registry
22/10/2024,Hollywood Hill・2/F・Flat A,,$6.93M,--,--,--,Land Registry
22/10/2024,Tak Nga Court・3/F・Flat 19,,$4.7M,--,443ft²,"@$10,609",Land Registry
22/10/2024,City One Shatin・Site 3・Block 30・17/F・Flat H,,$3.5M,,327ft²,"@$10,703",Land Registry
22/10/2024,"Fairview Park・Section I, 4Th Street・No. 19 (S.I Ss.122)",,$7.9M,--,848ft²,"@$9,316",Land Registry
22/10/2024,Choi Hung Building・1/F・No. 8,,$3.78M,--,636ft²,"@$5,943",Land Registry
22/10/2024,Oscar By The Sea・Phase 2・Block 8・12/F・Flat E,,$5.5M,,521ft²,"@$10,557",Land Registry
22/10/2024,South Horizons・Phase 2・Yee King Court (Block 8)・17/F・Flat B,,$10.3M,--,742ft²,"@$13,881",Land Registry
22/10/2024,Tai Hing Gardens・Phase 2・Tower 11・7/F・Flat F,,$4.35M,,544ft²,"@$7,993",Land Registry
22/10/2024,Luen Fat Building・4/F・No. 26A,,$3.31M,--,363ft²,"@$9,118",Land Registry
22/10/2024,The Yoho Hub・Phase C The Yoho Hub II・Tower 6・41/F・Flat B,,$8.56M,--,538ft²,"@$15,920",Land Registry
22/10/2024,Manor Hill・Tower 2・32/F・Flat D5,,$5.36M,--,283ft²,"@$18,933",Land Registry
22/10/2024,Koko Hills・Phase 3B Koko Mare・Tower 9・5/F・Flat F,,$5.95M,--,310ft²,"@$19,190",Land Registry
22/10/2024,Ultima・Phase 2・Tower 3・12/F・Flat A,,$40M,,"1,606ft²","@$24,907",Land Registry
22/10/2024,Royal Peninsula・Block 3・11/F・Flat G,,$6.32M,,462ft²,"@$13,680",Land Registry
22/10/2024,Beverly Villa・Block 4・4/F・Flat C,,$13.5M,,"1,211ft²","@$11,148",Land Registry
22/10/2024,Novo Land・Phase 3B・Fiskars Tower 2A・26/F・Flat C,,$3.74M,--,292ft²,"@$12,800",Land Registry
22/10/2024,Kt Marina・Phase 1・Tower 2A・10/F・Flat H,,$4.97M,--,305ft²,"@$16,298",Land Registry
22/10/2024,Ching Tao Court・13/F・Flat 22,,$1.82M,--,--,--,Land Registry
22/10/2024,Lohas Park・Phase 2B Le Prime・Tower 8 - L Wing・10/F・Flat A,,$6.34M,,678ft²,"@$9,351",Land Registry
22/10/2024,Sheung Shui Centre・Block 6・23/F・Flat E,,$8.8M,,623ft²,"@$14,125",Land Registry
22/10/2024,One Jardine's Lookout・21/F・Flat D,,$7.03M,--,379ft²,"@$18,554",Land Registry
22/10/2024,One Jardine's Lookout・21/F・Flat E,,$5.15M,--,264ft²,"@$19,524",Land Registry
22/10/2024,Lei Cheng Uk Estate・Hau Chi House (Block 9)・15/F・Flat 7,,$2.9M,--,544ft²,"@$5,331",Land Registry
22/10/2024,Uptown East・Tower 1B・15/F・Flat G,,$7.48M,--,494ft²,"@$15,140",Land Registry
22/10/2024,Manor Hill・Tower 1・35/F・Flat B1,,$5.38M,--,288ft²,"@$18,684",Land Registry
22/10/2024,Galaxy Plaza・13/F・Flat E,,$5.28M,,466ft²,"@$11,330",Land Registry
22/10/2024,One Jardine's Lookout・26/F・Flat A,,$3.95M,--,179ft²,"@$22,080",Land Registry
22/10/2024,Fung Shing Court・Fu Shing House (Block C)・26/F・Flat 9,,$2.96M,--,381ft²,"@$7,769",Land Registry
22/10/2024,Ching Tao Court・27/F・Flat 5,,$1.24M,--,--,--,Land Registry
22/10/2024,Jubilant Place・Tower 7・9/F・Flat B,,$9.55M,--,839ft²,"@$11,383",Land Registry
22/10/2024,Ching Tao Court・16/F・Flat 18,,$1.22M,--,--,--,Land Registry
22/10/2024,Ching Tao Court・6/F・Flat 20,,$1.59M,--,--,--,Land Registry
22/10/2024,Kwun Tak Court・Block B (Kwun Shing House)・19/F・Flat 8,,$6.75M,--,563ft²,"@$11,989",Land Registry
22/10/2024,Kt Marina・Phase 1・Tower 2A・5/F・Flat N,,$4.79M,--,288ft²,"@$16,628",Land Registry
22/10/2024,One Jardine's Lookout・7/F・Flat E,,$4.25M,--,231ft²,"@$18,400",Land Registry
22/10/2024,One Jardine's Lookout・5/F・Flat D,,$9.11M,--,559ft²,"@$16,288",Land Registry
22/10/2024,One Jardine's Lookout・27/F・Flat B,,$10.94M,--,515ft²,"@$21,250",Land Registry
22/10/2024,The Visionary・Tower 3・9/F・Flat B,,$10.97M,,"1,046ft²","@$10,484",Land Registry
22/10/2024,Cheung Wah Estate・Cheung Chi House・3/F・Flat A5,,"$468,000",--,--,--,Land Registry
22/10/2024,Yan Wing Mansion・16/F・Flat D,,$3.73M,,453ft²,"@$8,234",Land Registry
22/10/2024,Kingswood Villas・Phase 5 Lynwood Court・Block 4・32/F・Flat D,,$4.68M,,544ft²,"@$8,603",Land Registry
22/10/2024,Sun Fair Building・8/F・Flat H,,$3.03M,,390ft²,"@$7,769",Land Registry
22/10/2024,Sung (Shung) Kim House・5/F・Flat D,,$4.45M,--,616ft²,"@$7,224",Land Registry
22/10/2024,16 Apliu Street・4/F・Flat C,,"$700,000",--,141ft²,"@$4,965",Land Registry
22/10/2024,Belvedere Garden・Phase 1・Block 2・22/F・Flat G,,$4.4M,,481ft²,"@$9,148",Land Registry
22/10/2024,Bellagio・Carpark・2/F・No.R2129,,"$585,000",--,--,--,Land Registry
22/10/2024,Tsuen Wan Garden・Merry Court (Block C)・8/F・Flat 5,,$3.28M,,347ft²,"@$9,452",Land Registry
22/10/2024,May Shing Court・Kwai Shing House (Block A)・23/F・Flat 8,,$2.8M,--,338ft²,"@$8,284",Land Registry
22/10/2024,Hollywood Hill・12/F・Flat B,,$7.5M,--,--,--,Land Registry
22/10/2024,Bel Air Heights・Block 1・4/F・Flat E,,$7.18M,--,656ft²,"@$10,945",Land Registry
22/10/2024,The Pavilia Forest・Phase 2 The Pavilia Forest II・Tower 3・8/F・Flat E,,$6.36M,--,383ft²,"@$16,608",Land Registry
22/10/2024,Manor Hill・Tower 2・30/F・Flat A8,,$7.73M,--,406ft²,"@$19,039",Land Registry
22/10/2024,Uptown East・Tower 2A・35/F・Flat E,,$5.51M,--,337ft²,"@$16,359",Land Registry
22/10/2024,The Yoho Hub・Phase C The Yoho Hub II・Tower 6・25/F・Flat F,,$10.56M,--,749ft²,"@$14,103",Land Registry
22/10/2024,The Yoho Hub・Phase C The Yoho Hub II・Tower 6・28/F・Flat D,,$7M,--,462ft²,"@$15,146",Land Registry
22/10/2024,Hollywood Hill・3/F・Flat A,,$6.95M,--,--,--,Land Registry
22/10/2024,One Jardine's Lookout・17/F・Flat C,,$11.76M,--,480ft²,"@$24,500",Land Registry
22/10/2024,The Yoho Hub・Phase C The Yoho Hub II・Tower 6・43/F・Flat J,,$9.47M,--,638ft²,"@$14,838",Land Registry
22/10/2024,Tsuen Fung Building・4/F・Flat B,,$3M,,363ft²,"@$8,264",Land Registry
22/10/2024,Kam On Court・Yuk On House (Block A)・4/F・Flat 5,,$2.62M,--,401ft²,"@$6,534",Land Registry
22/10/2024,One Jardine's Lookout・19/F・Flat A,,$3.54M,--,180ft²,"@$19,680",Land Registry
22/10/2024,One Jardine's Lookout・19/F・Flat C,,$9.53M,--,479ft²,"@$19,900",Land Registry
22/10/2024,One Jardine's Lookout・19/F・Flat B,,$10.33M,--,535ft²,"@$19,300",Land Registry
22/10/2024,Hang (Han) Yu Building・21/F・Flat C,,$2.95M,--,187ft²,"@$15,775",Land Registry
22/10/2024,Ching Tao Court・26/F・Flat 8,,$1.73M,--,--,--,Land Registry
22/10/2024,Manor Hill・Tower 2・29/F・Flat C9,,$5.38M,--,283ft²,"@$19,018",Land Registry
22/10/2024,Caine Hill・11/F・Flat C,,$5.26M,--,197ft²,"@$26,695",Land Registry
22/10/2024,Cheerful Garden・Block 2・39/F・Flat C,,$4.88M,--,592ft²,"@$8,243",Land Registry
22/10/2024,One Jardine's Lookout・17/F・Flat B,,$10.11M,--,535ft²,"@$18,900",Land Registry
22/10/2024,One Jardine's Lookout・12/F・Flat D,,$9.89M,--,559ft²,"@$17,688",Land Registry
22/10/2024,One Jardine's Lookout・17/F・Flat E,,$4.9M,--,262ft²,"@$18,700",Land Registry
22/10/2024,The Yoho Hub・Phase C The Yoho Hub II・Tower 6・31/F・Flat A,,$7.26M,--,462ft²,"@$15,709",Land Registry
22/10/2024,City One Shatin・Site 4・Block 43・5/F・Flat G,,$3.55M,,304ft²,"@$11,678",Land Registry
22/10/2024,Prosperous Garden・Block 2・28/F・Flat H,,$7.6M,--,606ft²,"@$12,541",Land Registry
22/10/2024,Metro Harbour View・Phase 1・Tower 2・5/F・Flat E,,$5.96M,,337ft²,"@$17,685",Land Registry
22/10/2024,Discovery Bay・Phase 3-Parkvale Village・Crystal Court・3/F・Flat D,,$5M,,624ft²,"@$8,013",Land Registry
22/10/2024,The Pavilia Forest・Phase 3 The Pavilia Forest III・Tower 1・26/F・Flat K,,$4.84M,--,260ft²,"@$18,600",Land Registry
22/10/2024,Novo Land・Phase 3B・Fiskars Tower 1・19/F・Flat J,,$5.88M,--,472ft²,"@$12,447",Land Registry
22/10/2024,Novo Land・Phase 3B・Fiskars Tower 2A・8/F・Flat B,,$3.66M,--,292ft²,"@$12,536",Land Registry
22/10/2024,Novo Land・Phase 3B・Fiskars Tower 2A・19/F・Flat B,,$3.7M,--,292ft²,"@$12,685",Land Registry
22/10/2024,Cullinan Sky・Phase 1・Tower 5・19/F・Flat B3,,$6.37M,--,296ft²,"@$21,511",Land Registry
22/10/2024,The Yoho Hub・Phase C The Yoho Hub II・Tower 6・26/F・Flat F,,$10.67M,--,749ft²,"@$14,250",Land Registry
22/10/2024,St Michel・Phase 1・Crown Tower・12/F・Flat C,,$25.96M,--,"1,494ft²","@$17,376",Land Registry
22/10/2024,Mori・Tower 5・8/F・Flat L,,$4.91M,--,408ft²,"@$12,032",Land Registry
22/10/2024,The Pavilia Forest・Phase 1 The Pavilia Forest I・Tower 5・25/F・Flat G,,$8.17M,--,469ft²,"@$17,416",Land Registry
22/10/2024,Manor Hill・Tower 1・28/F・Flat A1,,$5.37M,--,288ft²,"@$18,653",Land Registry
22/10/2024,Manor Hill・Tower 1・22/F・Flat B3,,$4.64M,--,203ft²,"@$22,857",Land Registry
22/10/2024,One Jardine's Lookout・16/F・Flat F,,$4.87M,--,262ft²,"@$18,600",Land Registry
22/10/2024,The Yoho Hub・Phase C The Yoho Hub II・Tower 6・36/F・Flat F,,$11.11M,--,747ft²,"@$14,874",Land Registry
22/10/2024,Lohas Park・Phase 3A Hemera・Emerald (Tower 2)・43/F・Flat Ld,,$8.98M,,784ft²,"@$11,454",Land Registry
22/10/2024,Shatinpark・Stage 2・Apex Garden (Block 1)・14/F・Flat D,,$3.3M,,329ft²,"@$10,030",Land Registry
22/10/2024,Novo Land・Phase 3B・Fiskars Tower 2A・5/F・Flat C,,$3.64M,--,292ft²,"@$12,459",Land Registry
22/10/2024,One Jardine's Lookout・3/F・Flat B,,$9.15M,--,538ft²,"@$17,000",Land Registry
22/10/2024,56 Ho Pui Street・5/F・Front,,$3.9M,,447ft²,"@$8,725",Land Registry
22/10/2024,Ho Shun Tai Building・Block A・30/F・Flat G (Flat 7),,$3.3M,--,377ft²,"@$8,753",Land Registry
22/10/2024,Kuen Yick Building・Block C・1/F・Flat 2,,$2.8M,--,354ft²,"@$7,910",Land Registry
22/10/2024,196 Temple Street・2/F・No. 196,,$1.8M,--,441ft²,"@$4,082",Land Registry
22/10/2024,One Jardine's Lookout・7/F・Flat F,,$4.87M,--,272ft²,"@$17,900",Land Registry
22/10/2024,Ching Tao Court・23/F・Flat 6,,$1.23M,--,--,--,Land Registry
22/10/2024,Ching Tao Court・34/F・Flat 3,,$1.3M,--,--,--,Land Registry
22/10/2024,Ching Tao Court・19/F・Flat 15,,$1.26M,--,--,--,Land Registry
22/10/2024,Ching Tao Court・10/F・Flat 13,,$1.24M,--,--,--,Land Registry
22/10/2024,Ching Tao Court・17/F・Flat 13,,$1.27M,--,--,--,Land Registry
22/10/2024,Ching Tao Court・26/F・Flat 12,,$1.35M,--,--,--,Land Registry
22/10/2024,Ching Tao Court・32/F・Flat 14,,$1.34M,--,--,--,Land Registry
