Dataset Name,Download Link
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=SSP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=STY
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=TC
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=TKL
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=TMS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=TPO
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=TU1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=TW
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=TWN
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=TY1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=TYW
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=VP1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=WGL
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=WLP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=WTS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&rformat=csv&station=YLP
"Daily maximum, mean and minimum temperatures",https://portal.csdi.gov.hk/geoportal/?datasetId=hko_rcd_1634871488130_57930
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=CCH
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=CWB
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=HKA
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=HKO
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=HKP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=HKS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=HPV
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=JKB
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=KLT
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=KP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=KSC
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=KTG
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=LFS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=NGP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=PEN
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=PLC
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=SE1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=SEK
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=SHA
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=SKG
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=SKW
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=SSH
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=SSP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=STY
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=TC
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=TKL
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=TMS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=YCT
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=TU1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=TW
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=TWN
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=TY1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=TYW
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=VP1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=WGL
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=WLP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=WTS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMAXT&year=2024&rformat=csv&station=YLP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=CCH
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=CWB
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=HKA
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=HKO
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=HKP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=HKS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=HPV
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=JKB
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=KLT
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=KP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=KSC
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=KTG
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=LFS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=NGP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=PEN
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=PLC
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=SE1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=SEK
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=SHA
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=SKG
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=SKW
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=SSH
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=SSP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=STY
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=TC
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=TKL
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=TMS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=YCT
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=TU1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=TW
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=TWN
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=TY1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=TYW
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=VP1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=WGL
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=WLP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=WTS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMMINT&year=2024&rformat=csv&station=YLP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=CCH
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=CWB
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=HKA
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=HKO
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=HKP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=HKS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=HPV
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=JKB
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=KLT
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=KP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=KSC
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=KTG
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=LFS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=NGP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=PEN
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=PLC
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=SE1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=SEK
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=SHA
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=SKG
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=SKW
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=SSH
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=SSP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=STY
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=TC
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=TKL
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=TMS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=YCT
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=TU1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=TW
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=TWN
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=TY1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=TYW
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=VP1
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=WGL
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=WLP
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=WTS
"Daily maximum, mean and minimum temperatures",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=CLMTEMP&year=2024&rformat=csv&station=YLP
"Daily maximum, mean and minimum temperatures",https://data.gov.hk/en/download-queue
"Daily maximum, mean and minimum temperatures",https://data.gov.hk/en/download-queue
Regional weather in Hong Kong – the latest 10-minute mean visibility,https://data.gov.hk/en/download-queue
Regional weather in Hong Kong – the latest 10-minute mean visibility,https://data.gov.hk/en/download-queue
Regional weather in Hong Kong – the latest 10-minute mean visibility,https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=LTMV&lang=en&rformat=csv
Regional weather in Hong Kong – the latest 10-minute mean visibility,https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=LTMV&lang=tc&rformat=csv
Regional weather in Hong Kong – the latest 10-minute mean visibility,https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=LTMV&lang=sc&rformat=csv
Regional weather in Hong Kong – the latest 10-minute mean visibility,https://portal.csdi.gov.hk/geoportal/?datasetId=hko_rcd_1634872644049_34294
Regional weather in Hong Kong – the latest 10-minute mean visibility,https://data.gov.hk/en/download-queue
Regional weather in Hong Kong – the latest 10-minute mean visibility,https://data.gov.hk/en/download-queue
Lightning count over Hong Kong territory in the past hour,https://data.gov.hk/en/download-queue
Lightning count over Hong Kong territory in the past hour,https://data.gov.hk/en/download-queue
Lightning count over Hong Kong territory in the past hour,https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=LHL&lang=en&rformat=csv
Lightning count over Hong Kong territory in the past hour,https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=LHL&lang=tc&rformat=csv
Lightning count over Hong Kong territory in the past hour,https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=LHL&lang=sc&rformat=csv
Lightning count over Hong Kong territory in the past hour,https://portal.csdi.gov.hk/geoportal/?datasetId=hko_rcd_1634873173020_67522
Lightning count over Hong Kong territory in the past hour,https://data.gov.hk/en/download-queue
Lightning count over Hong Kong territory in the past hour,https://data.gov.hk/en/download-queue
Tropical cyclone track information,https://data.gov.hk/en/download-queue
Tropical cyclone track information,https://data.gov.hk/en/download-queue
Tropical cyclone track information,https://www.weather.gov.hk/wxinfo/currwx/tc_list.xml
Tropical cyclone track information,https://portal.csdi.gov.hk/geoportal/?datasetId=d8387d09-8773-5b8c-acbe-b2f81537afdb
Tropical cyclone track information,https://data.gov.hk/en/download-queue
Tropical cyclone track information,https://data.gov.hk/en/download-queue
"Times of sunrise, sun transit, sunset",https://data.gov.hk/en/download-queue
"Times of sunrise, sun transit, sunset",https://data.gov.hk/en/download-queue
"Times of sunrise, sun transit, sunset",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=SRS&year=2018&rformat=csv
"Times of sunrise, sun transit, sunset",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=SRS&year=2019&rformat=csv
"Times of sunrise, sun transit, sunset",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=SRS&year=2020&rformat=csv
"Times of sunrise, sun transit, sunset",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=SRS&year=2021&rformat=csv
"Times of sunrise, sun transit, sunset",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=SRS&year=2022&rformat=csv
"Times of sunrise, sun transit, sunset",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=SRS&year=2023&rformat=csv
"Times of sunrise, sun transit, sunset",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=SRS&year=2024&rformat=csv
"Times of sunrise, sun transit, sunset",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=SRS&year=2025&rformat=csv
"Times of sunrise, sun transit, sunset",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=SRS&year=2026&rformat=csv
"Times of sunrise, sun transit, sunset",https://data.gov.hk/en/download-queue
"Times of sunrise, sun transit, sunset",https://data.gov.hk/en/download-queue
"Times of moonrise, moon transit, moonset",https://data.gov.hk/en/download-queue
"Times of moonrise, moon transit, moonset",https://data.gov.hk/en/download-queue
"Times of moonrise, moon transit, moonset",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=MRS&year=2018&rformat=csv
"Times of moonrise, moon transit, moonset",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=MRS&year=2019&rformat=csv
"Times of moonrise, moon transit, moonset",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=MRS&year=2020&rformat=csv
"Times of moonrise, moon transit, moonset",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=MRS&year=2021&rformat=csv
"Times of moonrise, moon transit, moonset",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=MRS&year=2022&rformat=csv
"Times of moonrise, moon transit, moonset",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=MRS&year=2023&rformat=csv
"Times of moonrise, moon transit, moonset",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=MRS&year=2024&rformat=csv
"Times of moonrise, moon transit, moonset",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=MRS&year=2025&rformat=csv
"Times of moonrise, moon transit, moonset",https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=MRS&year=2026&rformat=csv
"Times of moonrise, moon transit, moonset",https://data.gov.hk/en/download-queue
"Times of moonrise, moon transit, moonset",https://data.gov.hk/en/download-queue
Predicted tidal information (Hourly heights of astronomical tides),https://data.gov.hk/en/download-queue
Predicted tidal information (Hourly heights of astronomical tides),https://data.gov.hk/en/download-queue
Predicted tidal information (Hourly heights of astronomical tides),https://portal.csdi.gov.hk/geoportal/?datasetId=hko_rcd_1634808062104_80740
Predicted tidal information (Hourly heights of astronomical tides),https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=HHOT&station=CCH&year=2026&rformat=csv
Predicted tidal information (Hourly heights of astronomical tides),https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=HHOT&station=CLK&year=2026&rformat=csv
Predicted tidal information (Hourly heights of astronomical tides),https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=HHOT&station=CMW&year=2026&rformat=csv
Predicted tidal information (Hourly heights of astronomical tides),https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=HHOT&station=KCT&year=2026&rformat=csv
Predicted tidal information (Hourly heights of astronomical tides),https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=HHOT&station=KLW&year=2026&rformat=csv
Predicted tidal information (Hourly heights of astronomical tides),https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=HHOT&station=LOP&year=2026&rformat=csv
Predicted tidal information (Hourly heights of astronomical tides),https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=HHOT&station=MWC&year=2026&rformat=csv
Predicted tidal information (Hourly heights of astronomical tides),https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=HHOT&station=QUB&year=2026&rformat=csv
Predicted tidal information (Hourly heights of astronomical tides),https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=HHOT&station=SPW&year=2026&rformat=csv
Predicted tidal information (Hourly heights of astronomical tides),https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=HHOT&station=TAO&year=2026&rformat=csv
Predicted tidal information (Hourly heights of astronomical tides),https://data.weather.gov.hk/weatherAPI/opendata/opendata.php?dataType=HHOT&station=TBT&year=2026&rformat=csv
