Typhoon,Station1,Maximum sea level(above chart datum),Date Time,Maximum storm surge(above astronomical tide),Date Time,href,Station2,Maximum sea level(above chart datum),Date Time,Maximum storm surge(above astronomical tide),Date Time,Station3,Maximum sea level(above chart datum),Date Time,Maximum storm surge(above astronomical tide),Date Time,Station4,Maximum sea level(above chart datum),Date Time,Maximum storm surge(above astronomical tide),Date Time,Station5,Maximum sea level(above chart datum),Date Time,Maximum storm surge(above astronomical tide),Date Time,Station6,Maximum sea level(above chart datum),Date Time,Maximum storm surge(above astronomical tide),Date Time
Severe Typhoon  ( Oct 2011 )Nalgae,Quarry Bay,3.25,3/10/2011 1:39,0.86,3/10/2011 13:11,https://www.hko.gov.hk/en/informtc/nalgae/nalgae.htm,Shek Pik,3.18,3/10/2011 1:32,0.8,3/10/2011 14:30,Tai Miu Wan,3.31,3/10/2011 1:06,0.96,3/10/2011 1:10,Tai Po Kau,3.39,3/10/2011 0:36,1.04,3/10/2011 0:36,Tsim Bei Tsui,3.36,3/10/2011 3:09,0.94,3/10/2011 3:09,Waglan Island,3.3,3/10/2011 1:05,0.91,3/10/2011 6:46
Severe Tropical Storm  ( Jun 2012 )Talim,Quarry Bay,2.52,19/6/2012 7:34,0.38,18/6/2012 6:26,https://www.hko.gov.hk/en/informtc/talim/talim.htm,Shek Pik,2.57,19/6/2012 7:25,0.33,19/6/2012 7:21,Tai Miu Wan,2.42,19/6/2012 7:13,0.34,19/6/2012 7:13,Tai Po Kau,2.42,19/6/2012 6:57,0.52,18/6/2012 12:50,Tsim Bei Tsui,2.82,19/6/2012 8:58,0.34,18/6/2012 1:58,Waglan Island,2.52,19/6/2012 6:41,0.39,17/6/2012 22:35
Tropical Storm  ( Jun 2012 )Doksuri,Quarry Bay,2.33,30/6/2012 5:03,0.41,30/6/2012 1:23,https://www.hko.gov.hk/en/informtc/doksuri/doksuri.htm,Shek Pik,2.56,30/6/2012 4:33,0.48,30/6/2012 4:33,Tai Miu Wan,2.35,30/6/2012 4:30,0.43,30/6/2012 1:29,Tai Po Kau,2.47,30/6/2012 5:57,0.7,30/6/2012 0:30,Tsim Bei Tsui,2.91,30/6/2012 5:13,0.71,30/6/2012 5:13,Waglan Island,2.42,30/6/2012 4:22,0.55,29/6/2012 23:28
Severe Typhoon  ( Jul 2012 )Vicente,Quarry Bay,2.76,24/7/2012 1:48,1.11,24/7/2012 1:48,https://www.hko.gov.hk/en/informtc/vicente/vicente.htm,Shek Pik,3.19,24/7/2012 2:08,1.47,24/7/2012 2:08,Tai Miu Wan,2.78,24/7/2012 1:45,1.19,24/7/2012 1:45,Tai Po Kau,3.09,24/7/2012 1:53,1.47,24/7/2012 3:24,Tsim Bei Tsui,3.23,24/7/2012 3:46,1.51,24/7/2012 3:46,,,,,
Typhoon  ( Aug 2012 )Kai-tak,Quarry Bay,2.46,17/8/2012 7:10,0.43,16/8/2012 22:02,https://www.hko.gov.hk/en/informtc/kai-tak/kai-tak.htm,Shek Pik,2.73,17/8/2012 8:23,0.58,17/8/2012 1:47,Tai Miu Wan,2.46,17/8/2012 7:01,0.56,16/8/2012 22:23,Tai Po Kau,2.47,17/8/2012 6:42,0.59,17/8/2012 0:46,Tsim Bei Tsui,2.89,17/8/2012 9:43,0.6,17/8/2012 4:57,Waglan Island,2.59,17/8/2012 7:06,0.52,16/8/2012 21:38
Severe Typhoon  ( Aug 2012 )Tembin,Quarry Bay,2.29,26/8/2012 4:27,0.34,26/8/2012 16:35,https://www.hko.gov.hk/en/informtc/tembin/tembin.htm,Shek Pik,2.37,26/8/2012 4:55,0.27,26/8/2012 16:35,Tai Miu Wan,2.31,26/8/2012 3:52,0.37,26/8/2012 16:26,Tai Po Kau,2.45,26/8/2012 5:24,0.41,26/8/2012 16:40,Tsim Bei Tsui,2.44,26/8/2012 3:56,0.29,26/8/2012 7:05,Waglan Island,2.52,26/8/2012 4:38,0.49,26/8/2012 16:07
Tropical Storm  ( Jun 2013 )Bebinca,Quarry Bay,2.57,22/6/2013 7:07,0.33,21/6/2013 22:04,https://www.hko.gov.hk/en/informtc/bebinca/bebinca.htm,Shek Pik,2.69,22/6/2013 7:19,0.25,22/6/2013 7:19,Tai Miu Wan,2.39,22/6/2013 6:56,0.25,21/6/2013 21:45,Tai Po Kau,2.45,22/6/2013 8:45,0.44,21/6/2013 23:20,Tsim Bei Tsui,3.08,22/6/2013 8:01,0.38,22/6/2013 6:56,Waglan Island,2.53,22/6/2013 6:44,0.28,22/6/2013 3:09
Severe Tropical Storm  ( Jun 2013 )Rumbia,Quarry Bay,1.9,2/7/2013 5:34,0.27,1/7/2013 16:26,https://www.hko.gov.hk/en/informtc/rumbia/rumbia.htm,Shek Pik,1.91,1/7/2013 4:42,0.38,1/7/2013 14:04,Tai Miu Wan,1.78,2/7/2013 5:32,0.21,1/7/2013 16:26,Tai Po Kau,1.92,2/7/2013 6:08,0.33,1/7/2013 19:54,Tsim Bei Tsui,2.17,2/7/2013 5:23,0.45,1/7/2013 15:56,Waglan Island,1.88,2/7/2013 5:23,0.19,1/7/2013 16:20
Tropical Storm  ( Jul 2013 )Cimaron,Quarry Bay,2.05,18/7/2013 4:39,0.21,18/7/2013 12:54,https://www.hko.gov.hk/en/informtc/cimaron/cimaron.htm,Shek Pik,2.22,18/7/2013 4:10,0.19,18/7/2013 4:10,Tai Miu Wan,1.87,18/7/2013 4:49,0.11,18/7/2013 14:13,Tai Po Kau,2.07,18/7/2013 5:16,0.29,18/7/2013 13:56,Tsim Bei Tsui,2.44,18/7/2013 4:49,0.2,18/7/2013 4:49,Waglan Island,2.21,18/7/2013 4:53,0.27,18/7/2013 1:21
Severe Tropical Storm  ( Aug 2013 )Jebi,Quarry Bay,2.2,2/8/2013 6:02,0.31,2/8/2013 14:57,https://www.hko.gov.hk/en/informtc/jebi/jebi.htm,Shek Pik,2.39,2/8/2013 6:28,0.32,2/8/2013 3:53,Tai Miu Wan,1.99,2/8/2013 5:55,0.15,2/8/2013 20:29,Tai Po Kau,2.22,2/8/2013 7:21,0.4,2/8/2013 10:45,Tsim Bei Tsui,2.41,2/8/2013 5:39,0.33,2/8/2013 16:51,Waglan Island,2.33,2/8/2013 6:11,0.33,2/8/2013 2:16
Super Typhoon  ( Aug 2013 )Utor,Quarry Bay,2.35,14/8/2013 2:13,0.45,14/8/2013 5:05,https://www.hko.gov.hk/en/informtc/utor/utor.htm,Shek Pik,2.51,14/8/2013 2:16,0.56,14/8/2013 6:57,Tai Miu Wan,2.21,14/8/2013 2:14,0.36,14/8/2013 4:52,Tai Po Kau,2.4,14/8/2013 3:18,0.63,14/8/2013 5:33,Tsim Bei Tsui,2.76,14/8/2013 2:07,0.52,14/8/2013 6:54,Waglan Island,2.35,14/8/2013 2:35,0.36,14/8/2013 2:35
Super Typhoon  ( Sep 2013 )Usagi,Quarry Bay,2.81,22/9/2013 22:58,0.62,22/9/2013 22:58,https://www.hko.gov.hk/en/informtc/usagi/usagi.htm,Shek Pik,2.78,22/9/2013 23:24,0.53,22/9/2013 11:53,Tai Miu Wan,2.69,22/9/2013 22:55,0.59,22/9/2013 22:55,Tai Po Kau,3.16,22/9/2013 23:32,0.99,22/9/2013 23:32,Tsim Bei Tsui,3.38,23/9/2013 0:28,0.97,23/9/2013 0:45,Waglan Island,2.91,22/9/2013 22:56,0.65,22/9/2013 22:56
Severe Typhoon  ( Nov 2013 )Krosa,Quarry Bay,2.62,3/11/2013 21:20,0.36,2/11/2013 15:26,https://www.hko.gov.hk/en/informtc/krosa/krosa.htm,Shek Pik,2.69,3/11/2013 21:03,0.36,2/11/2013 16:21,Tai Po Kau,2.71,3/11/2013 22:03,0.47,2/11/2013 8:51,Tsim Bei Tsui,2.88,3/11/2013 21:19,0.43,2/11/2013 17:58,Waglan Island,2.62,3/11/2013 21:10,0.26,2/11/2013 8:40,,,,,
Tropical Storm  ( Jun 2014 )Hagibis,Quarry Bay,2.75,15/6/2014 10:40,0.51,15/6/2014 5:41,https://www.hko.gov.hk/en/informtc/hagibis/hagibis.htm,Shek Pik,2.76,15/6/2014 10:29,0.36,15/6/2014 0:08,Tai Miu Wan,2.69,15/6/2014 10:34,0.54,15/6/2014 4:27,Tai Po Kau,2.75,15/6/2014 11:30,0.51,15/6/2014 3:02,Tsim Bei Tsui,3,15/6/2014 10:46,0.32,15/6/2014 1:33,Waglan Island,2.87,15/6/2014 11:01,0.54,15/6/2014 5:33
Super Typhoon  ( Jul 2014 )Rammasun,Quarry Bay,2.29,17/7/2014 12:51,0.48,18/7/2014 5:50,https://www.hko.gov.hk/en/informtc/rammasun/rammasun.htm,Shek Pik,2.37,18/7/2014 13:07,0.52,18/7/2014 13:07,Tai Miu Wan,2.28,17/7/2014 12:43,0.53,18/7/2014 12:21,Tai Po Kau,2.25,17/7/2014 13:50,0.59,18/7/2014 6:46,Tsim Bei Tsui,2.52,17/7/2014 13:29,0.37,18/7/2014 14:02,Waglan Island,2.43,17/7/2014 12:53,0.47,18/7/2014 12:28
Tropical Depression  ( Sep 2014 )No name,Quarry Bay,2.49,8/9/2014 7:54,0.11,7/9/2014 21:22,https://www.hko.gov.hk/en/informtc/td0907/td0907.htm,Shek Pik,2.53,8/9/2014 7:48,0.1,7/9/2014 21:39,Tai Miu Wan,2.34,8/9/2014 8:01,0.06,7/9/2014 20:58,Tai Po Kau,2.5,8/9/2014 9:09,0.22,7/9/2014 11:48,Tsim Bei Tsui,2.84,8/9/2014 8:51,0.02,8/9/2014 8:55,Waglan Island,2.52,8/9/2014 7:55,0.1,7/9/2014 21:00
Typhoon  ( Sep 2014 )Kalmaegi,Quarry Bay,3.03,16/9/2014 2:11,0.92,16/9/2014 2:11,https://www.hko.gov.hk/en/informtc/kalmaegi/kalmaegi.htm,Shek Pik,3.2,16/9/2014 2:31,1.03,16/9/2014 2:31,Tai Po Kau,3.28,16/9/2014 2:20,1.2,16/9/2014 2:20,,,,,,,,,,,,,,,
Tropical Storm  ( Jun 2015 )Kujira,Quarry Bay,2.07,22/6/2015 10:27,0.24,22/6/2015 10:16,https://www.hko.gov.hk/en/informtc/kujira/kujira.htm,Tai Miu Wan,1.98,22/6/2015 10:41,0.2,22/6/2015 10:14,Tai Po Kau,2.07,22/6/2015 10:14,0.31,22/6/2015 17:45,Tsim Bei Tsui,2.35,22/6/2015 12:48,0.18,23/6/2015 5:04,Waglan Island,2.2,22/6/2015 10:31,0.29,22/6/2015 10:10,,,,,
Typhoon  ( Jul 2015 )Linfa,Quarry Bay,2.22,8/7/2015 14:27,0.42,9/7/2015 3:32,https://www.hko.gov.hk/en/informtc/linfa15/linfa.htm,Tai Miu Wan,2.16,8/7/2015 14:16,0.41,8/7/2015 14:16,Tai Po Kau,2.29,10/7/2015 5:03,0.45,8/7/2015 20:47,Tsim Bei Tsui,2.33,8/7/2015 14:11,0.31,9/7/2015 5:38,Waglan Island,2.37,10/7/2015 4:50,0.48,9/7/2015 3:33,,,,,
Severe Typhoon  ( Oct 2015 )Mujigae,Quarry Bay,2.62,4/10/2015 0:19,0.47,3/10/2015 22:45,https://www.hko.gov.hk/en/informtc/mujigae15/mujigae15.htm,Shek Pik,2.88,4/10/2015 0:02,0.58,4/10/2015 0:02,Tai Miu Wan,2.51,3/10/2015 22:15,0.45,3/10/2015 22:15,Tai Po Kau,2.62,3/10/2015 1:06,0.53,4/10/2015 0:02,Tsim Bei Tsui,3.08,4/10/2015 0:26,0.64,4/10/2015 0:24,Waglan Island,2.62,3/10/2015 22:29,0.39,3/10/2015 22:27
Tropical Depression  ( May 2016 )No name,Quarry Bay,2.35,27/5/2016 12:22,0.27,27/5/2016 12:25,https://www.hko.gov.hk/en/informtc/td0526/td0526.htm,Shek Pik,2.53,27/5/2016 12:10,0.36,27/5/2016 12:10,Tai Miu Wan,2.29,27/5/2016 12:10,0.32,27/5/2016 3:56,Tai Po Kau,2.38,27/5/2016 13:46,0.47,27/5/2016 16:18,Tsim Bei Tsui,2.67,27/5/2016 12:19,0.27,27/5/2016 12:08,Waglan Island,2.5,27/5/2016 9:55,0.41,27/5/2016 9:55
Severe Tropical Storm  ( Jul 2016 )Mirinae,Quarry Bay,1.8,26/7/2016 13:46,0.04,26/7/2016 13:40,https://www.hko.gov.hk/en/informtc/mirinae/mirinae.htm,Shek Pik,1.94,26/7/2016 12:54,0.12,26/7/2016 12:54,Tai Miu Wan,1.81,26/7/2016 13:37,0.14,26/7/2016 13:25,Tai Po Kau,1.76,26/7/2016 14:59,0.12,26/7/2016 18:05,Tsim Bei Tsui,2.17,26/7/2016 14:11,0.07,26/7/2016 14:11,,,,,
Typhoon  ( Jul 2016 )Nida,Quarry Bay,2.93,2/8/2016 8:22,0.58,2/8/2016 8:22,https://www.hko.gov.hk/en/informtc/nida/nida.htm,Shek Pik,3.08,2/8/2016 8:06,0.63,2/8/2016 8:06,Tai Miu Wan,2.83,2/8/2016 8:09,0.64,2/8/2016 4:21,Tai Po Kau,2.76,2/8/2016 8:12,0.63,2/8/2016 13:20,Tsim Bei Tsui,3.6,2/8/2016 9:49,0.9,2/8/2016 9:49,Waglan Island,2.92,2/8/2016 8:01,0.63,2/8/2016 4:21
Tropical Storm  ( Aug 2016 )Dianmu,Quarry Bay,2.54,18/8/2016 8:05,0.25,18/8/2016 7:09,https://www.hko.gov.hk/en/informtc/dianmu/dianmu.htm,Shek Pik,2.72,18/8/2016 8:01,0.28,18/8/2016 8:01,Tai Miu Wan,2.44,18/8/2016 7:56,0.23,17/8/2016 22:35,Tai Po Kau,2.43,18/8/2016 8:19,0.37,17/8/2016 12:07,Tsim Bei Tsui,3.15,18/8/2016 9:36,0.31,18/8/2016 9:36,Waglan Island,2.52,18/8/2016 7:31,0.14,18/8/2016 7:31
Super Typhoon  ( Sep 2016 )Meranti,Quarry Bay,2.07,15/9/2016 4:20,0.41,15/9/2016 2:12,https://www.hko.gov.hk/en/informtc/meranti/meranti.htm,Shek Pik,1.91,14/9/2016 21:15,0.21,15/9/2016 2:56,Tai Miu Wan,1.94,15/9/2016 4:20,0.31,15/9/2016 2:22,Tai Po Kau,1.92,15/9/2016 4:20,0.3,15/9/2016 2:43,Tsim Bei Tsui,2.14,14/9/2016 10:10,0.2,15/9/2016 4:20,Waglan Island,2.16,15/9/2016 4:20,0.4,15/9/2016 2:22
Severe Typhoon  ( Sep 2016 )Megi,Quarry Bay,2.07,28/9/2016 20:48,0.27,28/9/2016 14:00,https://www.hko.gov.hk/en/informtc/megi16/megi.htm,Shek Pik,2.36,28/9/2016 8:42,0.17,28/9/2016 8:42,Tai Miu Wan,2.19,28/9/2016 8:41,0.14,28/9/2016 8:41,Tai Po Kau,1.9,28/9/2016 20:58,0.33,28/9/2016 14:03,Tsim Bei Tsui,2.65,28/9/2016 8:42,0.29,28/9/2016 8:42,Waglan Island,2.06,28/9/2016 20:49,0.17,28/9/2016 13:59
Tropical Storm  ( Oct 2016 )Aere,Quarry Bay,2.34,7/10/2016 0:04,0.23,7/10/2016 13:12,https://www.hko.gov.hk/en/informtc/aere16/aere.htm,Shek Pik,2.42,7/10/2016 0:16,0.24,7/10/2016 13:26,Tai Miu Wan,2.3,6/10/2016 23:59,0.26,7/10/2016 20:08,Tai Po Kau,2.41,7/10/2016 1:05,0.29,7/10/2016 6:26,Tsim Bei Tsui,2.54,7/10/2016 1:24,0.28,7/10/2016 15:05,Waglan Island,2.45,6/10/2016 23:53,0.26,7/10/2016 20:12
Super Typhoon  ( Oct 2016 )Sarika,Quarry Bay,2.74,17/10/2016 22:11,0.43,18/10/2016 10:58,https://www.hko.gov.hk/en/informtc/sarika16/sarika.htm,Shek Pik,2.87,17/10/2016 23:19,0.52,18/10/2016 11:59,Tai Miu Wan,2.73,17/10/2016 22:12,0.45,18/10/2016 10:57,Tai Po Kau,2.83,17/10/2016 22:51,0.59,18/10/2016 4:11,Tsim Bei Tsui,3,17/10/2016 23:10,0.57,18/10/2016 20:09,Waglan Island,2.87,17/10/2016 22:17,0.46,18/10/2016 11:26
Super Typhoon  ( Oct 2016 )Haima,Quarry Bay,2.74,21/10/2016 0:28,0.54,21/10/2016 13:44,https://www.hko.gov.hk/en/informtc/haima16/haima.htm,Shek Pik,2.75,21/10/2016 1:01,0.48,21/10/2016 14:15,Tai Miu Wan,2.75,21/10/2016 1:34,0.64,21/10/2016 13:37,Tai Po Kau,2.8,21/10/2016 1:28,0.57,21/10/2016 14:16,Tsim Bei Tsui,2.88,21/10/2016 0:19,0.65,21/10/2016 14:42,Waglan Island,2.89,21/10/2016 1:13,0.65,21/10/2016 13:37
Severe Tropical Storm  ( Jun 2017 )Merbok,Quarry Bay,2.35,12/6/2017 10:12,0.24,12/6/2017 14:10,https://www.hko.gov.hk/en/informtc/merbok17/merbok.htm,Shek Pik,2.57,12/6/2017 10:06,0.28,12/6/2017 10:09,Tai Miu Wan,2.36,12/6/2017 10:35,0.38,12/6/2017 19:44,Tai Po Kau,2.28,12/6/2017 11:46,0.55,12/6/2017 15:19,Tsim Bei Tsui,2.86,12/6/2017 11:13,0.45,13/6/2017 7:44,Waglan Island,2.42,12/6/2017 9:29,0.29,12/6/2017 19:59
Tropical Storm  ( Jul 2017 )Roke,Quarry Bay,2.66,23/7/2017 8:53,0.19,23/7/2017 8:53,https://www.hko.gov.hk/en/informtc/roke17/roke.htm,Shek Pik,2.75,23/7/2017 8:04,0.22,23/7/2017 8:03,Tai Miu Wan,2.61,23/7/2017 9:06,0.26,23/7/2017 9:07,Tsim Bei Tsui,3.18,23/7/2017 9:04,0.28,23/7/2017 9:04,Waglan Island,2.71,23/7/2017 8:58,0.22,23/7/2017 18:33,,,,,
Super Typhoon  ( Aug 2017 )Hato,Quarry Bay,3.57,23/8/2017 10:27,1.18,23/8/2017 10:27,https://www.hko.gov.hk/en/informtc/hato17/hato.htm,Shek Pik,3.91,23/8/2017 11:30,1.54,23/8/2017 11:32,Tai Miu Wan,3.14,23/8/2017 7:53,1.05,23/8/2017 7:53,Tai Po Kau,4.09,23/8/2017 10:58,1.65,23/8/2017 10:58,Tsim Bei Tsui,4.56,23/8/2017 13:42,2.42,23/8/2017 13:42,Waglan Island,2.97,23/8/2017 7:35,0.76,23/8/2017 7:35
Severe Tropical Storm  ( Aug 2017 )Pakhar,Quarry Bay,2.23,27/8/2017 2:45,0.72,27/8/2017 6:57,https://www.hko.gov.hk/en/informtc/pakhar17/pakhar.htm,Shek Pik,2.38,27/8/2017 12:22,0.67,27/8/2017 6:52,Tai Miu Wan,2.23,27/8/2017 0:51,0.82,27/8/2017 5:49,Tai Po Kau,2.28,27/8/2017 2:14,1.05,27/8/2017 7:54,Tsim Bei Tsui,2.63,27/8/2017 12:51,0.96,27/8/2017 10:36,Waglan Island,2.27,27/8/2017 2:48,0.49,27/8/2017 2:49
Severe Tropical Storm  ( Sep 2017 )Mawar,Quarry Bay,2.41,3/9/2017 6:22,0.35,3/9/2017 3:32,https://www.hko.gov.hk/en/informtc/mawar17/mawar.htm,Shek Pik,2.48,3/9/2017 6:42,0.29,3/9/2017 4:28,Tai Miu Wan,2.39,3/9/2017 6:39,0.41,3/9/2017 2:56,Tai Po Kau,2.36,2/9/2017 7:23,0.4,3/9/2017 3:15,Tsim Bei Tsui,2.89,4/9/2017 8:11,0.44,2/9/2017 18:08,Waglan Island,2.42,3/9/2017 6:33,0.27,3/9/2017 3:24
Tropical Depression  ( Sep 2017 )No name,Quarry Bay,2.07,24/9/2017 11:46,0.19,24/9/2017 11:41,https://www.hko.gov.hk/en/informtc/td0923/td0923.htm,Shek Pik,2.23,24/9/2017 23:32,0.26,24/9/2017 11:17,Tai Miu Wan,2.09,23/9/2017 23:29,0.23,24/9/2017 8:09,Tai Po Kau,2.18,24/9/2017 0:20,0.27,24/9/2017 12:05,Tsim Bei Tsui,2.61,23/9/2017 23:47,0.35,24/9/2017 12:02,Waglan Island,2.04,24/9/2017 11:55,0.08,24/9/2017 8:49
Severe Typhoon  ( Oct 2017 )Khanun,Quarry Bay,2.81,15/10/2017 5:12,0.99,15/10/2017 17:22,https://www.hko.gov.hk/en/informtc/khanun17/khanun.htm,Shek Pik,2.88,15/10/2017 19:02,1.04,15/10/2017 19:04,Tai Miu Wan,2.86,15/10/2017 5:55,1.05,15/10/2017 16:59,Tai Po Kau,2.83,15/10/2017 6:02,1.04,15/10/2017 17:27,Tsim Bei Tsui,2.96,15/10/2017 19:47,0.98,15/10/2017 19:32,Waglan Island,2.85,15/10/2017 5:27,0.81,15/10/2017 18:07
Tropical Storm  ( Jun 2018 )Ewiniar,Quarry Bay,2.18,5/6/2018 12:59,0.35,8/6/2018 7:51,https://www.hko.gov.hk/en/informtc/ewiniar18/ewiniar.htm,Shek Pik,2.24,5/6/2018 11:44,0.4,8/6/2018 6:35,Tai Miu Wan,2.08,5/6/2018 12:43,0.33,8/6/2018 6:26,Tai Po Kau,2.13,5/6/2018 11:17,0.46,8/6/2018 13:21,Tsim Bei Tsui,2.52,5/6/2018 13:34,0.68,8/6/2018 8:12,,,,,
Tropical Storm  ( Jul 2018 )Son-tinh,Quarry Bay,2.53,17/7/2018 12:45,0.53,18/7/2018 2:38,https://www.hko.gov.hk/en/informtc/son-tinh18/son-tinh.htm,Shek Pik,2.59,17/7/2018 12:45,0.64,18/7/2018 1:22,Tai Miu Wan,2.47,17/7/2018 12:27,0.57,18/7/2018 2:15,Tai Po Kau,2.58,17/7/2018 13:37,0.58,18/7/2018 2:38,Tsim Bei Tsui,2.94,17/7/2018 12:40,0.64,18/7/2018 2:04,Waglan Island,2.54,17/7/2018 12:35,0.49,18/7/2018 1:59
Tropical Depression  ( Jul 2018 )No name,Quarry Bay,2.13,24/7/2018 6:33,0.18,23/7/2018 15:01,https://www.hko.gov.hk/en/informtc/tc2018/tc1807.htm,Shek Pik,2.24,24/7/2018 6:04,0.23,23/7/2018 18:24,Tai Miu Wan,2.06,24/7/2018 5:44,0.21,23/7/2018 15:01,Tai Po Kau,2.04,24/7/2018 7:50,0.22,23/7/2018 15:49,Tsim Bei Tsui,2.61,24/7/2018 7:06,0.26,24/7/2018 7:03,Waglan Island,2.14,24/7/2018 6:03,0.14,23/7/2018 15:08
Severe Tropical Storm  ( Aug 2018 )Bebinca,Quarry Bay,2.77,12/8/2018 9:31,0.31,14/8/2018 8:59,https://www.hko.gov.hk/en/informtc/bebinca18/bebinca.htm,Shek Pik,2.83,12/8/2018 8:58,0.26,12/8/2018 23:24,Tai Miu Wan,2.66,12/8/2018 9:37,0.31,12/8/2018 23:30,Tai Po Kau,2.78,12/8/2018 10:54,0.43,12/8/2018 15:14,Tsim Bei Tsui,3.33,12/8/2018 9:54,0.42,12/8/2018 18:02,Waglan Island,2.71,12/8/2018 9:27,0.18,12/8/2018 23:30
Tropical Storm  ( Sep 2018 )Barijat,Quarry Bay,2.51,12/9/2018 11:31,0.3,12/9/2018 13:10,https://www.hko.gov.hk/en/informtc/barijat18/barijat.htm,Shek Pik,2.49,12/9/2018 10:59,0.25,12/9/2018 19:57,Tai Miu Wan,2.37,12/9/2018 11:48,0.25,12/9/2018 19:24,Tai Po Kau,2.56,11/9/2018 11:07,0.38,12/9/2018 15:20,Tsim Bei Tsui,2.88,11/9/2018 11:22,0.27,13/9/2018 0:03,Waglan Island,2.5,12/9/2018 11:49,0.19,12/9/2018 13:46
Super Typhoon  ( Sep 2018 )Mangkhut,Quarry Bay,3.88,16/9/2018 14:42,2.35,16/9/2018 14:42,https://www.hko.gov.hk/en/informtc/mangkhut18/mangkhut.htm,Shek Pik,3.89,16/9/2018 14:16,2.34,16/9/2018 14:16,Tai Miu Wan,4.19,16/9/2018 13:41,2.77,16/9/2018 13:41,Tai Po Kau,4.71,16/9/2018 12:34,3.4,16/9/2018 12:34,Tsim Bei Tsui,4.18,16/9/2018 17:14,2.58,16/9/2018 17:21,,,,,
Super Typhoon  ( Oct 2018 )Yutu,Quarry Bay,2.63,2/11/2018 4:51,0.51,1/11/2018 15:11,https://www.hko.gov.hk/en/informtc/yutu18/yutu.htm,Shek Pik,2.66,2/11/2018 4:44,0.49,2/11/2018 4:44,Tai Miu Wan,2.78,2/11/2018 3:56,0.65,2/11/2018 3:56,Tai Po Kau,2.77,1/11/2018 2:32,0.57,1/11/2018 2:30,Tsim Bei Tsui,2.73,2/11/2018 5:53,0.59,1/11/2018 12:11,,,,,
Tropical Depression  ( Jul 2019 )Mun,Quarry Bay,1.61,2/7/2019 22:37,0.22,2/7/2019 23:40,https://www.hko.gov.hk/en/informtc/mun19/mun.htm,Shek Pik,1.71,2/7/2019 22:13,0.3,2/7/2019 19:09,Tai Miu Wan,1.6,2/7/2019 22:20,0.28,2/7/2019 22:13,Tai Po Kau,1.67,2/7/2019 22:23,0.35,2/7/2019 17:53,Tsim Bei Tsui,2.07,2/7/2019 23:35,0.38,2/7/2019 23:38,,,,,
Tropical Storm  ( Jul 2019 )Wipha,Quarry Bay,2.97,1/8/2019 7:38,0.53,1/8/2019 7:36,https://www.hko.gov.hk/en/informtc/wipha19/wipha.htm,Shek Pik,3.2,1/8/2019 9:30,0.64,1/8/2019 9:29,Tai Miu Wan,2.93,1/8/2019 7:26,0.59,1/8/2019 7:25,Tai Po Kau,2.93,1/8/2019 7:26,0.63,1/8/2019 0:44,Tsim Bei Tsui,3.47,1/8/2019 9:11,0.6,1/8/2019 18:04,,,,,
Severe Tropical Storm  ( Aug 2019 )Bailu,Quarry Bay,2.11,25/8/2019 3:49,0.14,25/8/2019 3:39,https://www.hko.gov.hk/en/informtc/bailu19/bailu.htm,Shek Pik,2.1,25/8/2019 3:55,0.12,25/8/2019 9:36,Tai Miu Wan,2.04,25/8/2019 4:19,0.2,25/8/2019 10:04,Tai Po Kau,2.06,25/8/2019 3:59,0.2,25/8/2019 10:41,Tsim Bei Tsui,2.27,25/8/2019 4:49,0.22,25/8/2019 10:05,,,,,
Tropical Storm  ( Aug 2019 )Podul,Quarry Bay,2.55,29/8/2019 8:03,0.1,29/8/2019 8:03,https://www.hko.gov.hk/en/informtc/podul19/podul.htm,Shek Pik,2.71,29/8/2019 7:32,0.16,29/8/2019 7:31,Tai Miu Wan,2.53,29/8/2019 8:12,0.19,29/8/2019 8:17,Tai Po Kau,2.54,29/8/2019 8:56,0.24,29/8/2019 4:57,Tsim Bei Tsui,2.99,29/8/2019 8:22,0.14,29/8/2019 8:11,,,,,
Tropical Depression  ( Sep 2019 )Kajiki,Quarry Bay,2.62,1/9/2019 10:29,0.31,1/9/2019 23:58,https://www.hko.gov.hk/en/informtc/kajiki19/kajiki.htm,Shek Pik,2.69,1/9/2019 10:52,0.3,1/9/2019 23:27,Tai Miu Wan,2.56,1/9/2019 10:28,0.39,1/9/2019 23:40,Tai Po Kau,2.7,1/9/2019 11:35,0.38,1/9/2019 23:12,Tsim Bei Tsui,3,1/9/2019 10:51,0.38,2/9/2019 0:42,,,,,
Tropical Storm  ( Jun 2020 )Nuri,Quarry Bay,1.99,13/6/2020 12:40,0.26,14/6/2020 1:58,https://www.hko.gov.hk/en/informtc/nuri20/nuri.html,Shek Pik,2.03,13/6/2020 15:07,0.28,14/6/2020 1:32,Tai Miu Wan,1.98,13/6/2020 12:34,0.3,14/6/2020 1:34,Tai Po Kau,2.03,13/6/2020 12:36,0.4,14/6/2020 0:12,Tsim Bei Tsui,2.22,13/6/2020 15:43,0.45,14/6/2020 3:59,,,,,
