date,tavg,tmin,tmax,prcp,wdir,wspd,pres,Station
4/9/2023,31,25.1,35,0,346,14.1,1002.7,Taipa
5/9/2023,30.3,25.5,34,0,333,14.4,1004.1,Taipa
6/9/2023,27.4,26.3,32.3,0,327,10.7,1005.7,Taipa
7/9/2023,25.8,25.1,29.6,172.5,350,8.2,1005.9,Taipa
8/9/2023,25.1,24,26.4,33,63,10.5,1007.5,Taipa
9/9/2023,26.4,24,31,7.1,81,9.2,1007.5,Taipa
10/9/2023,26.1,24.5,29.6,2.5,102,8.3,1007.5,Taipa
11/9/2023,26.4,24.5,30.1,8.6,69,8.7,1007,Taipa
12/9/2023,28.6,24.6,32,1.5,77,8.4,1006.1,Taipa
13/9/2023,28.3,25.3,33,0.5,83,6.9,1006.4,Taipa
14/9/2023,25.9,24,30.6,54.6,28,8.5,1007.6,Taipa
15/9/2023,25.4,23.8,28.8,38.1,27,6.9,1009.7,Taipa
16/9/2023,28.4,23.6,32,21.6,65,6.6,1011,Taipa
17/9/2023,29.6,23.9,33,0,64,6.9,1010.7,Taipa
18/9/2023,30.9,24.3,36,0,122,6.2,1011.1,Taipa
19/9/2023,31.8,24.4,36,0,139,5.4,1011.4,Taipa
20/9/2023,31.1,24.3,35,0,117,6,1010.5,Taipa
21/9/2023,32.4,28,37,0.4,143,5.7,1009.7,Taipa
22/9/2023,30.2,28,34,6,76,8.9,1009.9,Taipa
23/9/2023,30.3,27,37,3.7,62,7.2,1010.1,Taipa
24/9/2023,30.7,25.4,36,0,75,9.6,1009.6,Taipa
25/9/2023,30.2,25.1,35,7.6,36,8.3,1009.8,Taipa
26/9/2023,31.1,24,36,0,83,8.1,1010.5,Taipa
27/9/2023,30.9,24.7,35,3.6,42,6.8,1010.2,Taipa
28/9/2023,30.3,25.4,34.5,0.8,57,7.2,1011.3,Taipa
29/9/2023,30.8,25.2,36,0,31,7.4,1011.9,Taipa
30/9/2023,30.8,25.2,36,0,37,6,1010.3,Taipa
1/10/2023,31.3,24.4,37,21.1,69,8.4,1009.2,Taipa
2/10/2023,27.8,24.4,34.9,16,46,5.6,1011.3,Taipa
3/10/2023,30.7,24.8,35,0,1,6,1010.4,Taipa
4/10/2023,30.9,25.3,35.1,0,8,7.6,1009.4,Taipa
5/10/2023,28.8,25,35.1,0,1,18.3,1008.6,Taipa
6/10/2023,26.9,21.7,32.4,0,9,20.1,1009.8,Taipa
7/10/2023,23.2,19.5,30.8,4.8,3,21.3,1011.1,Taipa
8/10/2023,23.3,19.5,25,1.5,358,22.5,1012.5,Taipa
9/10/2023,22.7,19.7,25,5.1,6,20.1,1015.1,Taipa
10/10/2023,23.2,19.7,26,0,6,16.5,1017.1,Taipa
11/10/2023,23.8,19.4,27,0,7,14,1018.2,Taipa
12/10/2023,26.3,19.4,30,0,19,9.6,1018.3,Taipa
13/10/2023,25.4,19.7,29.4,0,8,12.9,1016.5,Taipa
14/10/2023,26.4,19.7,30.2,0,1,10.2,1014.1,Taipa
15/10/2023,25.6,18.8,30.2,0,17,11.1,1013.9,Taipa
16/10/2023,25.7,18.3,31,0,25,9.2,1015.6,Taipa
17/10/2023,25.8,18.3,30,0,57,9,1016,Taipa
18/10/2023,24.1,21.7,28.5,5.6,53,7.8,1015.8,Taipa
19/10/2023,24.6,22.5,26.5,3.3,65,6.8,1014.9,Taipa
20/10/2023,21.1,17.3,25.1,2,11,14.3,1016.4,Taipa
21/10/2023,17.6,15.5,24.4,1.3,2,18.9,1020.8,Taipa
22/10/2023,19.8,15.5,23.7,0,358,10.2,1020.5,Taipa
23/10/2023,25,16.5,29.5,0,41,6.6,1018.2,Taipa
24/10/2023,27.8,20.1,33,0,27,6,1016.2,Taipa
25/10/2023,28.2,21.3,33.3,0,36,5.7,1015.1,Taipa
26/10/2023,27.4,21.5,32.5,0,78,6.2,1014.1,Taipa
27/10/2023,25.9,21.3,31.4,0,23,6.9,1013.8,Taipa
28/10/2023,26,22.5,30.6,1.8,38,6.9,1014.8,Taipa
29/10/2023,23.9,21.6,28.9,0.5,26,7.4,1016.3,Taipa
30/10/2023,24.5,18.2,30,0,14,9.3,1017.6,Taipa
31/10/2023,24.9,17.9,30,0,33,7.1,1018.7,Taipa
1/11/2023,24.8,17.7,31,0,43,6.9,1017.8,Taipa
2/11/2023,25,18.3,30.3,0,55,5.9,1015.4,Taipa
3/11/2023,26.2,20.1,31,0,80,6.8,1013.4,Taipa
4/11/2023,26.7,20.7,32,0,73,6.2,1013.6,Taipa
5/11/2023,26.8,20.5,32,0,104,7.2,1014.2,Taipa
6/11/2023,25.9,18.4,30.4,0,11,14,1016.2,Taipa
7/11/2023,24.9,18.4,29.6,0,34,8.2,1017.1,Taipa
8/11/2023,24.6,20.6,28.6,0,42,7.4,1015.7,Taipa
9/11/2023,26.1,21.5,28.7,0,36,6.2,1015.2,Taipa
10/11/2023,25.7,21.7,30.2,19.3,35,6.5,1015.9,Taipa
11/11/2023,23.1,20.8,30.2,1,33,8.3,1018.1,Taipa
12/11/2023,20.6,16.1,25.6,0,8,19.1,1021.7,Taipa
13/11/2023,17.1,13.6,25.6,0,3,21.5,1025.2,Taipa
14/11/2023,17,13.6,21.2,0,3,14.7,1024.5,Taipa
15/11/2023,19.9,13,25,0,16,8.5,1022.8,Taipa
16/11/2023,15.9,11.5,25,0,353,17.6,1026.2,Taipa
17/11/2023,16.7,8.4,22,0,356,15.2,1026.2,Taipa
18/11/2023,18.4,7.8,24.7,0,11,10.7,1024,Taipa
19/11/2023,18.6,11,24.7,0,44,6,1021.3,Taipa
20/11/2023,19.6,10.8,27,0,78,6,1019.6,Taipa
21/11/2023,20.2,11.8,26,0,67,6.6,1017.5,Taipa
22/11/2023,21.1,13.2,27.2,0,69,6.2,1016.3,Taipa
23/11/2023,22.2,14.5,29,0,44,6.5,1016.5,Taipa
24/11/2023,22.6,15.1,28.1,0,65,7.4,1019.5,Taipa
25/11/2023,21.4,14.2,27,0,65,8.1,1020.9,Taipa
26/11/2023,21.4,13.9,27,0,24,8.3,1020.3,Taipa
27/11/2023,21.8,16.8,27.1,0,21,7.8,1018.6,Taipa
28/11/2023,21.7,14.1,27.1,0,39,6.5,1019.3,Taipa
29/11/2023,21.3,15.9,26.7,0.5,28,7.5,1019,Taipa
30/11/2023,20.8,19,25.7,0,6,14.7,1021,Taipa
1/12/2023,16.3,12.7,25.7,0,1,18.3,1023.7,Taipa
2/12/2023,18.6,11.8,22.7,0,8,10.8,1023,Taipa
3/12/2023,18.7,13.4,22.7,0,19,8.3,1021.2,Taipa
4/12/2023,17.7,14.7,22.3,0,351,9.3,1018.5,Taipa
5/12/2023,19.6,14.7,24.3,0,338,8.6,1016.3,Taipa
6/12/2023,17.2,10.9,24.3,1,346,9.2,1018.8,Taipa
7/12/2023,17.9,9.5,25,0,17,6.5,1018.7,Taipa
8/12/2023,20.5,9.4,26,0,73,6.3,1016.6,Taipa
9/12/2023,23.7,11,27,0,107,6.9,1014.2,Taipa
10/12/2023,24.8,17.5,30,0,138,8,1013.1,Taipa
11/12/2023,24.4,18.4,29.9,0,36,5.4,1014.3,Taipa
12/12/2023,20.6,16.9,29.2,0,354,15.2,1017.4,Taipa
13/12/2023,19.7,16.9,25.4,0,41,6.8,1019.7,Taipa
14/12/2023,23.4,17.3,26,0,84,5.1,1018.7,Taipa
15/12/2023,23.2,20.1,31,1,90,5.3,1015.8,Taipa
16/12/2023,9.7,8.5,24,0.5,3,26,1024.4,Taipa
17/12/2023,8.3,5.3,11.8,0,3,18,1028,Taipa
18/12/2023,9.9,5.6,12.8,0,349,10.8,1024.3,Taipa
19/12/2023,8.9,7.9,12.8,0,346,15.9,1024.5,Taipa
20/12/2023,9.2,4.7,14.6,0,356,22.1,1026.6,Taipa
21/12/2023,7.7,3.7,14.6,0,4,23.6,1030.2,Taipa
22/12/2023,9.1,3.3,12,0,2,21.3,1032.5,Taipa
23/12/2023,8.6,3.2,13,0,8,14.9,1032.2,Taipa
24/12/2023,11.4,3.2,17,0,3,15.2,1030.8,Taipa
25/12/2023,12.5,4.8,19.5,0,8,9.2,1027.9,Taipa
26/12/2023,14.5,5.3,21.5,0,4,6,1025.6,Taipa
27/12/2023,17.8,7.4,24.3,0,27,5.9,1024.3,Taipa
28/12/2023,19.1,8.9,21.8,0,39,6.3,1022.5,Taipa
29/12/2023,21.2,11.9,15.4,1,71,5.6,1020.8,Taipa
30/12/2023,18.2,12.8,26.3,4.3,353,5.6,1018.7,Taipa
31/12/2023,21.5,15.4,27,0,34,5.6,1018.1,Taipa
1/1/2020,18.1,16.6,19.1,3,89,17,1026,Shenzhen
2/1/2020,18.4,16.2,20.9,,52,13.8,1025,Shenzhen
3/1/2020,19.1,16.1,23.4,0,93,10.7,1022.8,Shenzhen
4/1/2020,19.4,16.3,21.4,0,109,9.7,1020.6,Shenzhen
5/1/2020,20.7,17.5,23.1,0,84,13.7,1020.1,Shenzhen
6/1/2020,20.7,19.4,23.2,0,89,13.4,1019,Shenzhen
7/1/2020,21.4,19.6,24.8,0,53,6,1017,Shenzhen
8/1/2020,21.3,19.2,26.1,0,32,13.1,1018.1,Shenzhen
9/1/2020,19.7,17.8,20.2,0,95,18.2,1017.8,Shenzhen
10/1/2020,19.7,18.2,21.6,0,102,13.2,1016,Shenzhen
11/1/2020,18.9,18,24.1,0,51,10.6,1015.2,Shenzhen
12/1/2020,17,12.7,19.1,0,355,20.9,1017.1,Shenzhen
13/1/2020,18.5,15.6,21,0,27,13.2,1017.4,Shenzhen
14/1/2020,19.4,16.6,21,0,95,16.2,1018.4,Shenzhen
15/1/2020,19.8,17.4,21.8,0,91,18.2,1017.8,Shenzhen
16/1/2020,19.4,18.1,24.1,0,89,13.8,1017.2,Shenzhen
17/1/2020,16.7,13.9,19.6,0,359,20.7,1019.8,Shenzhen
18/1/2020,17.8,14,20.5,0,18,14.2,1019.3,Shenzhen
19/1/2020,15.4,14.2,17.7,0,4,18.4,1020.9,Shenzhen
20/1/2020,17.2,13.5,20,0,10,14.5,1021.7,Shenzhen
21/1/2020,19.1,15,21.5,0,67,15.6,1021.8,Shenzhen
22/1/2020,20.1,17.4,23.1,0,72,9.9,1018.9,Shenzhen
23/1/2020,20.8,19.1,24.6,0,131,6.8,1016.9,Shenzhen
24/1/2020,21.1,19.9,25,0,84,9,1017.5,Shenzhen
25/1/2020,18.8,16.9,23.2,0,53,14,1015.8,Shenzhen
26/1/2020,13,11,18,19.6,344,25.2,1015.4,Shenzhen
27/1/2020,12.1,10,14.9,4.3,347,26.8,1016.5,Shenzhen
28/1/2020,12.9,8,15,0.8,359,26.6,1018.6,Shenzhen
29/1/2020,13.1,9.6,15.3,0.3,5,26.6,1020.6,Shenzhen
30/1/2020,14.1,10.2,17.9,0,359,24.8,1021.3,Shenzhen
31/1/2020,15.8,11.3,19.1,0,41,15.8,1021.8,Shenzhen
1/2/2020,17.1,14,18.5,0,82,17.5,1021.9,Shenzhen
2/2/2020,17.4,15.4,19.2,0,80,14.2,1021.5,Shenzhen
3/2/2020,17.1,15.2,21,0,45,10.4,1019.9,Shenzhen
4/2/2020,16.4,13.6,17.1,10.9,3,16.4,1019.9,Shenzhen
5/2/2020,17.3,14.9,18,0.3,29,16.4,1020.1,Shenzhen
6/2/2020,17.7,15.4,18,0,98,20.4,1019,Shenzhen
7/2/2020,18.2,16.9,20.9,0,31,10.7,1020.6,Shenzhen
8/2/2020,16.7,15.4,18.6,0,12,18.9,1023.6,Shenzhen
9/2/2020,16,13.7,18.4,0,4,18.4,1025.6,Shenzhen
10/2/2020,16.7,14.4,17,0,20,12.7,1022.9,Shenzhen
11/2/2020,17.3,15.5,18.6,0,30,9,1020.2,Shenzhen
12/2/2020,18.9,16.5,21.4,4.8,2,6.4,1017.7,Shenzhen
13/2/2020,18.8,17.4,19,0.5,126,8.9,1015.1,Shenzhen
14/2/2020,19.8,18,21,48.5,133,10.8,1013,Shenzhen
15/2/2020,18.3,19,21.6,3,144,13.2,1012.8,Shenzhen
16/2/2020,11.8,8.9,14.7,14.7,347,32.2,1020.4,Shenzhen
17/2/2020,13.9,8.2,16,2,6,30.2,1026.2,Shenzhen
18/2/2020,14.9,10.1,17.4,0,32,16.6,1026.1,Shenzhen
19/2/2020,16.7,12.3,18.9,0,72,10.1,1024.1,Shenzhen
20/2/2020,17.6,13.4,20,0,70,11,1024.4,Shenzhen
21/2/2020,17.8,14,21.3,0,96,11.2,1026.3,Shenzhen
22/2/2020,19.4,15,25,0,49,10.1,1025.3,Shenzhen
23/2/2020,19.3,16.4,24,0,100,17.2,1024.1,Shenzhen
24/2/2020,19.4,17.3,21.6,0,103,13.5,1020.3,Shenzhen
25/2/2020,20.7,19,25.9,0,61,5.4,1017.6,Shenzhen
26/2/2020,21.6,19,26.3,0,130,6.8,1017.5,Shenzhen
27/2/2020,19.9,18.6,21.5,0,98,15.2,1018.9,Shenzhen
28/2/2020,20.1,17.8,25.1,0,97,12.8,1017.7,Shenzhen
29/2/2020,21.4,18.6,25.7,0,131,7.2,1014.6,Shenzhen
1/3/2020,22.1,19,26.1,0,169,5.5,1013.9,Shenzhen
2/3/2020,19.8,18.2,21,0,73,16.9,1016.7,Shenzhen
3/3/2020,19.7,17.6,20.1,0,93,17.4,1017.9,Shenzhen
4/3/2020,19,16.7,21.4,0,21,16.1,1017.7,Shenzhen
5/3/2020,17.7,14.6,19,2.3,34,15.5,1019.1,Shenzhen
6/3/2020,18.7,16.6,19,0,95,18.1,1017.1,Shenzhen
7/3/2020,20.3,17.5,21,0,131,11.8,1013.6,Shenzhen
8/3/2020,21,19.2,22,0,132,11.4,1009.9,Shenzhen
9/3/2020,22.7,20.5,25,0,152,13.6,1007.8,Shenzhen
10/3/2020,21.2,18.2,24.4,1.5,357,20.2,1013.1,Shenzhen
11/3/2020,19.1,17.3,20,0,59,19.3,1017.2,Shenzhen
12/3/2020,20.2,17.3,21,0.8,113,15.4,1014.8,Shenzhen
13/3/2020,20.7,19.4,22,0,133,10.4,1015.1,Shenzhen
14/3/2020,20.3,17.6,23,1.8,23,19.6,1017.1,Shenzhen
15/3/2020,20,18.2,23,0,63,15.6,1018.9,Shenzhen
16/3/2020,20.4,18,21.4,0,89,18.5,1019.1,Shenzhen
17/3/2020,20.5,18.9,22.6,0,86,12.6,1018.3,Shenzhen
18/3/2020,20.1,19,21,1,72,8.8,1015.5,Shenzhen
19/3/2020,20.4,18.9,22,7.1,77,7.4,1014.2,Shenzhen
20/3/2020,21.1,18.8,22,2,54,11.4,1014.8,Shenzhen
21/3/2020,21.5,20.1,23,6.1,132,12.7,1014.6,Shenzhen
22/3/2020,22.6,20.4,27.1,0,151,7.1,1013.7,Shenzhen
23/3/2020,23.4,20.7,28.8,0.3,157,9.8,1013.6,Shenzhen
24/3/2020,22.1,20.6,24.9,0,115,15.9,1014.8,Shenzhen
25/3/2020,22.6,20.5,24.8,0,104,12.3,1013.7,Shenzhen
26/3/2020,22.8,21.2,25,0.5,117,9.6,1013,Shenzhen
27/3/2020,23.4,21.4,25,0,127,10.2,1012.6,Shenzhen
28/3/2020,21.4,19.7,24,7.1,17,11.7,1013,Shenzhen
29/3/2020,21.6,18.5,23,13,101,22.4,1012.5,Shenzhen
30/3/2020,18.7,17.5,22,11.7,17,15.8,1011.7,Shenzhen
31/3/2020,18.2,16.5,19,4.1,0,12.5,1012.8,Shenzhen
1/4/2020,18.3,16.3,19,3.8,2,17.9,1014.7,Shenzhen
2/4/2020,20.2,17.3,21,0,64,18.8,1016.4,Shenzhen
3/4/2020,19.9,18.6,21,0.3,69,19.8,1016.6,Shenzhen
4/4/2020,19.3,18.2,21,5.3,19,12.5,1017.7,Shenzhen
5/4/2020,17.9,15.5,19,7.9,27,16.6,1018.7,Shenzhen
6/4/2020,17.4,15.5,18,10.2,36,15.5,1016.6,Shenzhen
7/4/2020,18.8,15.7,20.3,0,7,14.1,1015.3,Shenzhen
8/4/2020,20.3,17.4,22.2,0.5,72,10.3,1016.2,Shenzhen
9/4/2020,20.9,18,23.9,0,105,9.3,1017.3,Shenzhen
10/4/2020,21.3,18.4,23.4,0,92,13.2,1017.7,Shenzhen
11/4/2020,20.6,20.4,23.1,0,122,6.4,1014.7,Shenzhen
12/4/2020,19.9,16,23.6,6.1,354,26.1,1017.3,Shenzhen
13/4/2020,19.6,15.2,23.8,0,40,19.9,1019,Shenzhen
14/4/2020,20.1,17.8,24.2,0,26,6.2,1017.1,Shenzhen
15/4/2020,21.3,17,25.6,0,167,8.5,1015.3,Shenzhen
16/4/2020,22.3,18.8,26,0,153,8.4,1014,Shenzhen
17/4/2020,23,20.7,26.3,0,125,8.7,1014.6,Shenzhen
18/4/2020,23.2,21.2,25.5,0,138,7.5,1013.7,Shenzhen
19/4/2020,24.8,22.4,27.9,0,158,10.2,1012.3,Shenzhen
20/4/2020,25.7,23.6,29.2,0,185,13.1,1012.1,Shenzhen
21/4/2020,25.8,24,28,0,161,14.2,1011.8,Shenzhen
22/4/2020,21.9,18.2,25,0,94,20.1,1014,Shenzhen
23/4/2020,20.3,18.6,22,22.1,27,16.6,1016.7,Shenzhen
24/4/2020,18.4,16.5,20,0.8,2,19.8,1018.8,Shenzhen
25/4/2020,20.4,16.5,22.7,1.3,359,11.5,1017.9,Shenzhen
26/4/2020,23.1,18.2,26.1,1.5,334,7.5,1017,Shenzhen
27/4/2020,23.3,20,26.8,0,118,8,1016.9,Shenzhen
28/4/2020,23.5,21,27.9,0,105,12.8,1017,Shenzhen
29/4/2020,23.3,20.4,27.1,0,101,11.9,1016.7,Shenzhen
30/4/2020,24.3,20.8,27.3,0,134,8.8,1015.2,Shenzhen
1/5/2020,25.3,22.1,28.4,0,163,11.1,1012.3,Shenzhen
2/5/2020,25.9,22.6,28.5,0,185,12.8,1010.3,Shenzhen
3/5/2020,27.3,23.9,32.9,0,213,14.8,1009.3,Shenzhen
4/5/2020,27.2,24.8,33,0,202,14.7,1009.3,Shenzhen
5/5/2020,27.5,25.2,30,0,195,15.8,1008.3,Shenzhen
6/5/2020,27.7,26.1,29.6,0,184,14.1,1008.1,Shenzhen
7/5/2020,28.6,26.4,30.2,0,166,14.7,1008.1,Shenzhen
8/5/2020,28.5,26.9,30,0,169,18.4,1007.9,Shenzhen
9/5/2020,28.4,26.5,30,0,185,16.7,1008.7,Shenzhen
10/5/2020,28,23,31.2,0.3,191,13,1009.7,Shenzhen
11/5/2020,28.2,24.1,32.2,20.3,24,10.4,1010,Shenzhen
12/5/2020,27.6,23,30.5,9.9,6,8.2,1010.7,Shenzhen
13/5/2020,27.1,25.2,29.4,1,111,14.6,1011.4,Shenzhen
14/5/2020,27.5,24.5,29.1,0.8,117,17.7,1010.8,Shenzhen
15/5/2020,28.1,25.7,30.2,0,139,13.2,1007.8,Shenzhen
16/5/2020,28.5,25.6,31.4,0,143,8.4,1007.3,Shenzhen
17/5/2020,28.4,26,32,0,182,10.4,1005.2,Shenzhen
18/5/2020,26.3,23.1,29.3,2.3,213,9.3,1004.1,Shenzhen
19/5/2020,28,23.5,29.7,27.2,146,11.1,1004.6,Shenzhen
20/5/2020,28,26.2,30.4,1.5,129,15.8,1005.2,Shenzhen
21/5/2020,29.3,24.9,31,48,202,16.5,1002.9,Shenzhen
22/5/2020,27.1,24.4,29,7.9,226,13.3,1003,Shenzhen
23/5/2020,25.9,24.4,27,30.7,87,14.8,1006.2,Shenzhen
24/5/2020,26.9,24.5,29,2,97,11.4,1008.9,Shenzhen
25/5/2020,27.1,24.7,28,0,130,10.4,1008.9,Shenzhen
26/5/2020,27.7,25,31,48.8,213,13.6,1007.2,Shenzhen
27/5/2020,27.6,24.9,29.9,17.5,25,6.6,1008.3,Shenzhen
28/5/2020,27.7,24.4,29,14.5,61,9.4,1009.7,Shenzhen
29/5/2020,28.2,25.7,30,0.5,133,13.6,1009.5,Shenzhen
30/5/2020,27.1,23.9,29,25.9,211,11.4,1010.1,Shenzhen
31/5/2020,29.4,26.7,31,126.5,201,16.7,1009.9,Shenzhen
1/6/2020,29.4,27.6,31,0.5,195,16.2,1009.7,Shenzhen
2/6/2020,28.4,25.3,30,1.3,202,13.5,1009.1,Shenzhen
3/6/2020,29.3,26.1,31,11.9,195,16.2,1008,Shenzhen
4/6/2020,29.6,27.3,31,0,198,16.7,1007.5,Shenzhen
5/6/2020,29.1,27.6,31,0.5,194,19,1006.6,Shenzhen
6/6/2020,27.8,23.7,29,53.1,186,13.9,1006.5,Shenzhen
7/6/2020,28.2,26.3,29,32.8,202,14.4,1004.8,Shenzhen
8/6/2020,28.3,24.7,29,65,189,13.6,1005.4,Shenzhen
9/6/2020,28.8,27.5,30,5.3,187,14.4,1007.5,Shenzhen
10/6/2020,29.3,26.9,31,0,191,12.6,1008.3,Shenzhen
11/6/2020,29.3,27,31.6,0,197,11.1,1007.1,Shenzhen
12/6/2020,29.3,26.7,32.2,0,167,9,1005.2,Shenzhen
13/6/2020,28.9,26.9,32.9,0,27,12.8,1003.8,Shenzhen
14/6/2020,27.6,24.9,30,3.8,149,22.5,1007,Shenzhen
15/6/2020,28.7,26.2,31.1,2.3,167,14.6,1010.3,Shenzhen
16/6/2020,28.5,24.9,31,5.1,189,15.6,1009.1,Shenzhen
17/6/2020,28.9,26.4,31,2.3,195,16.1,1007.8,Shenzhen
18/6/2020,29.5,26.4,31,0.3,194,15.8,1008,Shenzhen
19/6/2020,29.4,27.1,31.1,0,194,14.1,1008.7,Shenzhen
20/6/2020,29.9,26.7,31,0,197,13.9,1008.1,Shenzhen
21/6/2020,29.9,27.6,32,0,200,16.5,1005.8,Shenzhen
22/6/2020,30,27.9,31.2,0,198,16.7,1005.8,Shenzhen
23/6/2020,30.1,27.4,32.2,0.8,205,16.8,1006.7,Shenzhen
24/6/2020,29.8,27.7,32,0,198,16.2,1006,Shenzhen
25/6/2020,30,27.9,32,0,189,18.8,1005.7,Shenzhen
26/6/2020,29.7,28.2,32,0,188,17.9,1007.1,Shenzhen
27/6/2020,29.9,27.6,32,0,185,14.9,1007.9,Shenzhen
28/6/2020,29.8,24.5,32,22.6,192,14.2,1007.4,Shenzhen
29/6/2020,29.8,27,32.5,0,173,11.3,1005.8,Shenzhen
30/6/2020,30.2,27.4,32.6,0,185,11.9,1004.2,Shenzhen
1/7/2020,29.6,26.1,31.3,3.8,127,8.6,1003.5,Shenzhen
2/7/2020,29.8,26.9,31,1.5,171,16.9,1004.5,Shenzhen
3/7/2020,29.4,27.4,31,9.1,171,15.4,1007.6,Shenzhen
4/7/2020,29.9,27.5,32,3.3,176,16.9,1008.4,Shenzhen
5/7/2020,29.8,26,32,13.2,188,16.6,1006.8,Shenzhen
6/7/2020,30,27.1,32,0.3,202,17.2,1006.7,Shenzhen
7/7/2020,29.6,27.6,31,0,202,14.9,1008.8,Shenzhen
8/7/2020,29.9,27.7,32,1.5,210,18.1,1006.6,Shenzhen
9/7/2020,29.8,28,31.4,0,204,19.3,1003.7,Shenzhen
10/7/2020,29.9,27.7,32,0,190,17.8,1005.1,Shenzhen
11/7/2020,30.1,28,32,0,178,18.2,1006.6,Shenzhen
12/7/2020,30.3,27.6,32,0,182,14.8,1007.2,Shenzhen
13/7/2020,30.5,27.5,32,0,193,14,1007.4,Shenzhen
14/7/2020,30.7,27.4,35.5,0,218,14.1,1006.3,Shenzhen
15/7/2020,30.2,27.9,33.4,0,209,16.8,1005.6,Shenzhen
16/7/2020,30.1,28.1,32,0,200,16.4,1006.3,Shenzhen
17/7/2020,30.2,25.5,32,4.1,195,16.7,1007.9,Shenzhen
18/7/2020,30.3,27.7,32,0,194,16.3,1007.6,Shenzhen
19/7/2020,29.9,27.7,32.4,0.5,197,16,1007.3,Shenzhen
20/7/2020,29.7,25.7,32,7.1,184,12.7,1009,Shenzhen
21/7/2020,29.9,27,33,0,140,8.9,1010.1,Shenzhen
22/7/2020,29.3,26.9,31.9,0,105,8.7,1009.1,Shenzhen
23/7/2020,30.3,25.7,32.5,18,167,10.6,1008.6,Shenzhen
24/7/2020,30.6,27.4,33,0,198,11.6,1008.1,Shenzhen
25/7/2020,30.5,27.8,33.9,0,215,13.9,1006.9,Shenzhen
26/7/2020,30.3,27.9,33.5,0,207,15.6,1006.2,Shenzhen
27/7/2020,30.3,27.8,32,0,200,14.9,1005.7,Shenzhen
28/7/2020,30.6,27.7,33.4,0,189,13.9,1007,Shenzhen
29/7/2020,30.6,28,34,0,144,10.1,1006.9,Shenzhen
30/7/2020,29.9,26.7,34.7,0,67,14.5,1006.5,Shenzhen
31/7/2020,28.1,25,30,3.3,63,27.5,1003.7,Shenzhen
1/8/2020,27.3,24.4,29,20.3,98,27.1,1003.2,Shenzhen
2/8/2020,26.6,24.5,28,47.2,102,16.4,1003.6,Shenzhen
3/8/2020,27,24.4,28,76.7,121,7.7,1003.1,Shenzhen
4/8/2020,27.9,24.5,30.4,21.3,136,10.4,1003.5,Shenzhen
5/8/2020,27.2,24.9,30,7.1,157,13.4,1007.2,Shenzhen
6/8/2020,29.1,24.7,32.2,69.9,92,10.9,1009.5,Shenzhen
7/8/2020,29.4,26.3,31,0,101,11.6,1007.7,Shenzhen
8/8/2020,29.6,27.2,32.1,0,108,10.2,1005.5,Shenzhen
9/8/2020,29.8,26.9,32.6,0,171,11.5,1003.8,Shenzhen
10/8/2020,30.3,27.1,32.6,0,185,13.8,1003.9,Shenzhen
11/8/2020,30.1,24.6,32,13.5,181,15.5,1005.5,Shenzhen
12/8/2020,27.9,24.8,31.2,2,152,17.5,1009.4,Shenzhen
13/8/2020,28.4,24.3,30,38.1,151,14.2,1010.4,Shenzhen
14/8/2020,29.6,25.8,31.4,11.2,161,12.2,1009.3,Shenzhen
15/8/2020,29.1,26.7,31.4,4.1,177,11,1008.3,Shenzhen
16/8/2020,30,26.9,31.4,0,122,11.1,1008.3,Shenzhen
17/8/2020,28.3,25,29,0,105,11.6,1008.1,Shenzhen
18/8/2020,27.3,24.8,30.6,7.9,26,14,1006.4,Shenzhen
19/8/2020,27.2,23.7,28,112.5,129,36.6,1003.1,Shenzhen
20/8/2020,28.8,25.5,30.6,16,101,12.2,1008.7,Shenzhen
21/8/2020,29.2,26.2,32.8,0.3,90,8.9,1008.9,Shenzhen
22/8/2020,29.2,26.2,32.8,0,130,7.8,1008,Shenzhen
23/8/2020,29.8,26.4,33,0,149,8.6,1006.7,Shenzhen
24/8/2020,30.5,27.2,35,0,228,13.9,1004.8,Shenzhen
25/8/2020,30.7,28.2,34.4,0,221,16.8,1003.4,Shenzhen
26/8/2020,28.9,26,33,0,212,14.4,1001.5,Shenzhen
27/8/2020,28.2,25.3,31.5,3.3,153,9.1,1000.2,Shenzhen
28/8/2020,29.8,26.1,33.8,5.3,200,8.7,1002.4,Shenzhen
29/8/2020,30.5,26.4,33.4,0,207,8.9,1004,Shenzhen
30/8/2020,30.4,27.1,34.1,0,101,7.9,1005.1,Shenzhen
31/8/2020,29.9,27.1,33.6,0,91,8.5,1006.1,Shenzhen
1/9/2020,29.9,27,34.3,0,242,9.2,1005.5,Shenzhen
2/9/2020,30.6,25.6,34.9,2,260,7.9,1006,Shenzhen
3/9/2020,30.4,28,33.1,0,214,8.4,1007.8,Shenzhen
4/9/2020,30.1,26.8,32.6,2.8,166,8.9,1008.5,Shenzhen
5/9/2020,28.1,26.3,30.5,0,94,8.5,1007.1,Shenzhen
6/9/2020,29.7,25.8,32.2,0.3,122,7.5,1005.7,Shenzhen
7/9/2020,29.1,26.9,31.4,0.5,145,9.9,1006.7,Shenzhen
8/9/2020,27.4,23.9,29,22.6,116,9.6,1010.2,Shenzhen
9/9/2020,28.6,24.2,31.9,25.7,154,8,1009.7,Shenzhen
10/9/2020,29.3,26.5,32,4.3,197,9.9,1007,Shenzhen
